"Plot-Titel: L_55"
"Anz.","Datum Zeit, GMT+02:00","Temp., °C (LGR S/N: 20157054, SEN S/N: 20157054)","RH, % (LGR S/N: 20157054, SEN S/N: 20157054)","TauPkt, °C (LGR S/N: 20157054, SEN S/N: 20157054)","Koppler abgetrennt (LGR S/N: 20157054)","Koppler verbunden (LGR S/N: 20157054)","Host verbunden (LGR S/N: 20157054)","Angehalten (LGR S/N: 20157054)","Dateiende (LGR S/N: 20157054)"
574,08.07.25 09:00:00 PM,20.341,58.096,12.104,,,,,
575,08.07.25 10:00:00 PM,19.984,56.263,11.299,,,,,
576,08.07.25 11:00:00 PM,19.793,54.632,10.691,,,,,
577,08.08.25 12:00:00 AM,20.103,54.337,10.900,,,,,
578,08.08.25 01:00:00 AM,20.079,55.353,11.149,,,,,
579,08.08.25 02:00:00 AM,16.392,69.196,10.876,,,,,
580,08.08.25 03:00:00 AM,14.792,78.340,11.067,,,,,
581,08.08.25 04:00:00 AM,14.146,82.387,11.128,,,,,
582,08.08.25 05:00:00 AM,13.618,85.138,11.056,,,,,
583,08.08.25 06:00:00 AM,13.016,88.515,10.986,,,,,
584,08.08.25 07:00:00 AM,14.385,88.636,12.360,,,,,
585,08.08.25 08:00:00 AM,17.582,78.539,13.824,,,,,
586,08.08.25 09:00:00 AM,21.461,68.691,15.635,,,,,
587,08.08.25 10:00:00 AM,24.436,61.036,16.696,,,,,
588,08.08.25 11:00:00 AM,26.989,57.152,18.089,,,,,
589,08.08.25 12:00:00 PM,29.340,51.426,18.626,,,,,
590,08.08.25 01:00:00 PM,30.773,43.559,17.314,,,,,
591,08.08.25 02:00:00 PM,30.142,39.441,15.184,,,,,
592,08.08.25 03:00:00 PM,31.816,36.824,15.587,,,,,
593,08.08.25 04:00:00 PM,32.381,29.607,12.631,,,,,
594,08.08.25 05:00:00 PM,31.663,32.669,13.561,,,,,
595,08.08.25 06:00:00 PM,31.103,31.698,12.601,,,,,
596,08.08.25 07:00:00 PM,30.900,37.946,15.249,,,,,
597,08.08.25 08:00:00 PM,25.404,45.189,13.022,,,,,
598,08.08.25 09:00:00 PM,23.521,47.787,12.150,,,,,
599,08.08.25 10:00:00 PM,22.848,47.383,11.407,,,,,
600,08.08.25 11:00:00 PM,20.507,54.519,11.326,,,,,
601,08.09.25 12:00:00 AM,20.103,59.431,12.213,,,,,
602,08.09.25 01:00:00 AM,22.657,59.466,14.627,,,,,
603,08.09.25 02:00:00 AM,22.274,61.086,14.667,,,,,
604,08.09.25 03:00:00 AM,19.793,69.856,14.281,,,,,
605,08.09.25 04:00:00 AM,20.436,68.800,14.676,,,,,
606,08.09.25 05:00:00 AM,19.912,68.704,14.153,,,,,
607,08.09.25 06:00:00 AM,17.891,76.146,13.685,,,,,
608,08.09.25 07:00:00 AM,18.295,77.589,14.346,,,,,
609,08.09.25 08:00:00 AM,19.984,78.763,16.208,,,,,
610,08.09.25 09:00:00 AM,23.136,68.073,17.106,,,,,
611,08.09.25 10:00:00 AM,23.809,64.890,17.028,,,,,
612,08.09.25 11:00:00 AM,26.036,59.933,17.927,,,,,
613,08.09.25 12:00:00 PM,26.720,58.735,18.259,,,,,
614,08.09.25 01:00:00 PM,30.016,52.223,19.493,,,,,
615,08.09.25 02:00:00 PM,30.469,52.574,20.018,,,,,
616,08.09.25 03:00:00 PM,31.561,49.129,19.944,,,,,
617,08.09.25 04:00:00 PM,31.561,45.825,18.833,,,,,
618,08.09.25 05:00:00 PM,31.842,44.408,18.587,,,,,
619,08.09.25 06:00:00 PM,32.975,35.343,15.954,,,,,
620,08.09.25 07:00:00 PM,31.255,36.264,14.849,,,,,
621,08.09.25 08:00:00 PM,27.998,43.735,14.871,,,,,
622,08.09.25 09:00:00 PM,24.895,52.321,14.786,,,,,
623,08.09.25 10:00:00 PM,25.113,53.046,15.197,,,,,
624,08.09.25 11:00:00 PM,25.234,55.704,16.055,,,,,
625,08.10.25 12:00:00 AM,23.930,58.494,15.576,,,,,
626,08.10.25 01:00:00 AM,22.417,60.652,14.696,,,,,
627,08.10.25 02:00:00 AM,21.437,53.783,11.991,,,,,
628,08.10.25 03:00:00 AM,20.650,53.422,11.160,,,,,
629,08.10.25 04:00:00 AM,20.031,56.670,11.449,,,,,
630,08.10.25 05:00:00 AM,18.961,63.586,12.119,,,,,
631,08.10.25 06:00:00 AM,18.319,68.032,12.483,,,,,
632,08.10.25 07:00:00 AM,19.032,66.866,12.916,,,,,
633,08.10.25 08:00:00 AM,20.579,63.830,13.712,,,,,
634,08.10.25 09:00:00 AM,21.413,62.645,14.227,,,,,
635,08.10.25 10:00:00 AM,22.345,62.829,15.154,,,,,
636,08.10.25 11:00:00 AM,23.208,61.877,15.743,,,,,
637,08.10.25 12:00:00 PM,24.146,58.032,15.660,,,,,
638,08.10.25 01:00:00 PM,26.036,51.653,15.644,,,,,
639,08.10.25 02:00:00 PM,26.818,50.578,16.042,,,,,
640,08.10.25 03:00:00 PM,26.573,43.538,13.513,,,,,
641,08.10.25 04:00:00 PM,26.891,38.506,11.917,,,,,
642,08.10.25 05:00:00 PM,26.500,40.942,12.505,,,,,
643,08.10.25 06:00:00 PM,26.353,40.761,12.306,,,,,
644,08.10.25 07:00:00 PM,25.939,40.979,12.016,,,,,
645,08.10.25 08:00:00 PM,22.657,46.912,11.083,,,,,
646,08.10.25 09:00:00 PM,21.413,48.124,10.323,,,,,
647,08.10.25 10:00:00 PM,21.199,48.508,10.244,,,,,
648,08.10.25 11:00:00 PM,20.341,51.852,10.434,,,,,
649,08.11.25 12:00:00 AM,20.531,51.347,10.466,,,,,
650,08.11.25 01:00:00 AM,18.985,56.144,10.333,,,,,
651,08.11.25 02:00:00 AM,17.320,62.862,10.396,,,,,
652,08.11.25 03:00:00 AM,17.439,62.674,10.465,,,,,
653,08.11.25 04:00:00 AM,17.130,63.396,10.336,,,,,
654,08.11.25 05:00:00 AM,16.701,64.744,10.228,,,,,
655,08.11.25 06:00:00 AM,13.353,77.202,9.463,,,,,
656,08.11.25 07:00:00 AM,13.810,81.766,10.695,,,,,
657,08.11.25 08:00:00 AM,18.366,71.104,13.164,,,,,
658,08.11.25 09:00:00 AM,21.628,57.772,13.230,,,,,
659,08.11.25 10:00:00 AM,23.256,54.292,13.823,,,,,
660,08.11.25 11:00:00 AM,26.085,48.914,14.854,,,,,
661,08.11.25 12:00:00 PM,27.210,44.884,14.558,,,,,
662,08.11.25 01:00:00 PM,28.667,41.342,14.600,,,,,
663,08.11.25 02:00:00 PM,29.115,40.530,14.692,,,,,
664,08.11.25 03:00:00 PM,29.991,37.486,14.253,,,,,
665,08.11.25 04:00:00 PM,30.117,33.857,12.773,,,,,
666,08.11.25 05:00:00 PM,29.265,32.933,11.599,,,,,
667,08.11.25 06:00:00 PM,29.590,35.329,12.974,,,,,
668,08.11.25 07:00:00 PM,28.692,35.446,12.236,,,,,
669,08.11.25 08:00:00 PM,24.122,43.256,11.199,,,,,
670,08.11.25 09:00:00 PM,23.400,41.290,9.850,,,,,
671,08.11.25 10:00:00 PM,20.507,48.703,9.668,,,,,
672,08.11.25 11:00:00 PM,18.675,53.483,9.340,,,,,
673,08.12.25 12:00:00 AM,17.701,57.902,9.575,,,,,
674,08.12.25 01:00:00 AM,16.868,62.012,9.772,,,,,
675,08.12.25 02:00:00 AM,15.986,66.734,9.976,,,,,
676,08.12.25 03:00:00 AM,15.461,69.255,9.995,,,,,
677,08.12.25 04:00:00 AM,14.984,72.579,10.191,,,,,
678,08.12.25 05:00:00 AM,14.170,76.899,10.204,,,,,
679,08.12.25 06:00:00 AM,13.738,79.002,10.154,,,,,
680,08.12.25 07:00:00 AM,14.792,81.106,11.547,,,,,
681,08.12.25 08:00:00 AM,19.484,72.564,14.536,,,,,
682,08.12.25 09:00:00 AM,23.232,59.033,15.059,,,,,
683,08.12.25 10:00:00 AM,25.453,51.764,15.138,,,,,
684,08.12.25 11:00:00 AM,27.998,49.224,16.707,,,,,
685,08.12.25 12:00:00 PM,29.515,48.577,17.890,,,,,
686,08.12.25 01:00:00 PM,30.646,45.978,18.055,,,,,
687,08.12.25 02:00:00 PM,31.714,44.228,18.407,,,,,
688,08.12.25 03:00:00 PM,32.536,42.031,18.333,,,,,
689,08.12.25 04:00:00 PM,32.381,41.614,18.035,,,,,
690,08.12.25 05:00:00 PM,32.278,43.067,18.491,,,,,
691,08.12.25 06:00:00 PM,32.124,42.452,18.122,,,,,
692,08.12.25 07:00:00 PM,31.357,43.824,17.938,,,,,
693,08.12.25 08:00:00 PM,27.161,53.648,17.270,,,,,
694,08.12.25 09:00:00 PM,24.895,60.648,17.033,,,,,
695,08.12.25 10:00:00 PM,22.776,67.800,16.701,,,,,
696,08.12.25 11:00:00 PM,22.561,70.222,17.018,,,,,
697,08.13.25 12:00:00 AM,22.082,73.095,17.152,,,,,
698,08.13.25 01:00:00 AM,21.366,75.994,17.031,,,,,
699,08.13.25 02:00:00 AM,20.484,79.604,16.850,,,,,
700,08.13.25 03:00:00 AM,19.008,84.967,16.340,,,,,
701,08.13.25 04:00:00 AM,18.271,87.228,15.984,,,,,
702,08.13.25 05:00:00 AM,18.081,88.698,16.031,,,,,
703,08.13.25 06:00:00 AM,18.176,88.829,16.146,,,,,
704,08.13.25 07:00:00 AM,18.889,89.917,17.024,,,,,
705,08.13.25 08:00:00 AM,22.729,81.471,19.385,,,,,
706,08.13.25 09:00:00 AM,24.895,74.372,20.131,,,,,
707,08.13.25 10:00:00 AM,28.196,66.125,21.495,,,,,
708,08.13.25 11:00:00 AM,31.230,54.570,21.316,,,,,
709,08.13.25 12:00:00 PM,33.704,49.631,22.072,,,,,
710,08.13.25 01:00:00 PM,34.969,42.700,20.774,,,,,
711,08.13.25 02:00:00 PM,35.529,40.204,20.292,,,,,
712,08.13.25 03:00:00 PM,35.155,40.637,20.134,,,,,
713,08.13.25 04:00:00 PM,35.529,37.697,19.242,,,,,
714,08.13.25 05:00:00 PM,34.836,39.592,19.426,,,,,
715,08.13.25 06:00:00 PM,34.624,40.716,19.691,,,,,
716,08.13.25 07:00:00 PM,33.053,46.003,20.250,,,,,
717,08.13.25 08:00:00 PM,28.941,52.973,18.722,,,,,
718,08.13.25 09:00:00 PM,27.579,54.847,18.001,,,,,
719,08.13.25 10:00:00 PM,26.231,58.816,17.821,,,,,
720,08.13.25 11:00:00 PM,23.617,66.032,17.108,,,,,
721,08.14.25 12:00:00 AM,23.088,66.360,16.678,,,,,
722,08.14.25 01:00:00 AM,22.561,68.416,16.630,,,,,
723,08.14.25 02:00:00 AM,21.246,73.775,16.481,,,,,
724,08.14.25 03:00:00 AM,21.223,74.928,16.685,,,,,
725,08.14.25 04:00:00 AM,23.352,66.586,16.981,,,,,
726,08.14.25 05:00:00 AM,20.031,78.631,16.230,,,,,
727,08.14.25 06:00:00 AM,18.866,82.947,15.857,,,,,
728,08.14.25 07:00:00 AM,19.936,82.071,16.755,,,,,
729,08.14.25 08:00:00 AM,24.146,75.509,19.635,,,,,
730,08.14.25 09:00:00 AM,25.987,68.163,19.855,,,,,
731,08.14.25 10:00:00 AM,27.899,63.687,20.627,,,,,
732,08.14.25 11:00:00 AM,30.545,56.764,21.306,,,,,
733,08.14.25 12:00:00 PM,32.949,50.512,21.664,,,,,
734,08.14.25 01:00:00 PM,33.940,45.910,21.023,,,,,
735,08.14.25 02:00:00 PM,34.942,40.480,19.881,,,,,
736,08.14.25 03:00:00 PM,35.102,42.279,20.731,,,,,
737,08.14.25 04:00:00 PM,35.288,38.759,19.482,,,,,
738,08.14.25 05:00:00 PM,34.863,37.801,18.698,,,,,
739,08.14.25 06:00:00 PM,34.413,38.501,18.597,,,,,
740,08.14.25 07:00:00 PM,33.131,40.725,18.360,,,,,
741,08.14.25 08:00:00 PM,28.916,50.598,17.980,,,,,
742,08.14.25 09:00:00 PM,27.407,52.221,17.080,,,,,
743,08.14.25 10:00:00 PM,25.210,57.168,16.428,,,,,
744,08.14.25 11:00:00 PM,25.186,56.790,16.304,,,,,
745,08.15.25 12:00:00 AM,26.280,53.430,16.390,,,,,
746,08.15.25 01:00:00 AM,26.061,55.542,16.781,,,,,
747,08.15.25 02:00:00 AM,26.353,57.120,17.485,,,,,
748,08.15.25 03:00:00 AM,22.992,67.212,16.777,,,,,
749,08.15.25 04:00:00 AM,22.537,69.597,16.862,,,,,
750,08.15.25 05:00:00 AM,21.366,75.303,16.897,,,,,
751,08.15.25 06:00:00 AM,20.317,80.133,16.783,,,,,
752,08.15.25 07:00:00 AM,21.008,79.942,17.424,,,,,
753,08.15.25 08:00:00 AM,24.291,75.392,19.752,,,,,
754,08.15.25 09:00:00 AM,28.320,60.664,20.266,,,,,
755,08.15.25 10:00:00 AM,30.041,55.739,20.547,,,,,
756,08.15.25 11:00:00 AM,31.740,52.166,21.068,,,,,
757,08.15.25 12:00:00 PM,33.105,49.717,21.551,,,,,
758,08.15.25 01:00:00 PM,33.678,48.251,21.591,,,,,
759,08.15.25 02:00:00 PM,34.704,45.636,21.618,,,,,
760,08.15.25 03:00:00 PM,34.889,42.959,20.800,,,,,
761,08.15.25 04:00:00 PM,31.970,47.810,19.883,,,,,
762,08.15.25 05:00:00 PM,30.444,51.735,19.739,,,,,
763,08.15.25 06:00:00 PM,30.243,49.739,18.931,,,,,
764,08.15.25 07:00:00 PM,31.230,47.031,18.946,,,,,
765,08.15.25 08:00:00 PM,28.593,52.191,18.167,,,,,
766,08.15.25 09:00:00 PM,27.333,54.148,17.573,,,,,
767,08.15.25 10:00:00 PM,26.353,53.725,16.542,,,,,
768,08.15.25 11:00:00 PM,25.501,51.644,15.147,,,,,
769,08.16.25 12:00:00 AM,25.186,50.966,14.655,,,,,
770,08.16.25 01:00:00 AM,24.436,52.385,14.379,,,,,
771,08.16.25 02:00:00 AM,24.050,53.496,14.339,,,,,
772,08.16.25 03:00:00 AM,23.665,55.163,14.443,,,,,
773,08.16.25 04:00:00 AM,23.136,57.291,14.519,,,,,
774,08.16.25 05:00:00 AM,22.944,58.712,14.706,,,,,
775,08.16.25 06:00:00 AM,22.417,61.201,14.831,,,,,
776,08.16.25 07:00:00 AM,22.082,63.420,15.044,,,,,
777,08.16.25 08:00:00 AM,22.393,64.016,15.479,,,,,
778,08.16.25 09:00:00 AM,22.561,65.038,15.875,,,,,
779,08.16.25 10:00:00 AM,25.283,61.140,17.522,,,,,
780,08.16.25 11:00:00 AM,27.063,55.026,17.571,,,,,
781,08.16.25 12:00:00 PM,28.097,52.379,17.765,,,,,
782,08.16.25 01:00:00 PM,28.568,48.263,16.922,,,,,
783,08.16.25 02:00:00 PM,29.690,45.308,16.955,,,,,
784,08.16.25 03:00:00 PM,28.891,50.981,18.075,,,,,
785,08.16.25 04:00:00 PM,28.891,49.532,17.624,,,,,
786,08.16.25 05:00:00 PM,27.087,53.733,17.226,,,,,
787,08.16.25 06:00:00 PM,26.646,53.101,16.634,,,,,
788,08.16.25 07:00:00 PM,25.258,53.256,15.392,,,,,
789,08.16.25 08:00:00 PM,23.472,57.342,14.847,,,,,
790,08.16.25 09:00:00 PM,21.413,64.512,14.662,,,,,
791,08.16.25 10:00:00 PM,19.936,69.238,14.289,,,,,
792,08.16.25 11:00:00 PM,19.436,71.248,14.225,,,,,
793,08.17.25 12:00:00 AM,19.413,70.487,14.046,,,,,
794,08.17.25 01:00:00 AM,19.413,70.545,14.058,,,,,
795,08.17.25 02:00:00 AM,19.032,70.386,13.659,,,,,
796,08.17.25 03:00:00 AM,18.675,70.377,13.314,,,,,
797,08.17.25 04:00:00 AM,16.844,76.837,12.795,,,,,
798,08.17.25 05:00:00 AM,16.749,75.460,12.447,,,,,
799,08.17.25 06:00:00 AM,15.963,77.637,12.083,,,,,
800,08.17.25 07:00:00 AM,15.533,78.246,11.773,,,,,
801,08.17.25 08:00:00 AM,16.010,74.659,11.580,,,,,
802,08.17.25 09:00:00 AM,17.130,70.898,11.931,,,,,
803,08.17.25 10:00:00 AM,18.390,67.017,12.335,,,,,
804,08.17.25 11:00:00 AM,22.321,58.769,14.135,,,,,
805,08.17.25 12:00:00 PM,23.713,51.654,13.498,,,,,
806,08.17.25 01:00:00 PM,24.243,46.532,12.409,,,,,
807,08.17.25 02:00:00 PM,25.598,39.562,11.176,,,,,
808,08.17.25 03:00:00 PM,26.061,36.829,10.500,,,,,
809,08.17.25 04:00:00 PM,25.623,33.114,8.505,,,,,
810,08.17.25 05:00:00 PM,25.283,35.589,9.294,,,,,
811,08.17.25 06:00:00 PM,25.623,41.109,11.780,,,,,
812,08.17.25 07:00:00 PM,24.436,44.233,11.819,,,,,
813,08.17.25 08:00:00 PM,21.032,53.694,11.589,,,,,
814,08.17.25 09:00:00 PM,19.746,57.393,11.367,,,,,
815,08.17.25 10:00:00 PM,19.246,60.750,11.726,,,,,
816,08.17.25 11:00:00 PM,17.819,65.204,11.395,,,,,
817,08.18.25 12:00:00 AM,16.320,70.398,11.051,,,,,
818,08.18.25 01:00:00 AM,16.582,70.534,11.331,,,,,
819,08.18.25 02:00:00 AM,16.010,71.835,11.038,,,,,
820,08.18.25 03:00:00 AM,15.676,73.484,11.034,,,,,
821,08.18.25 04:00:00 AM,15.175,76.885,11.180,,,,,
822,08.18.25 05:00:00 AM,14.553,80.448,11.200,,,,,
823,08.18.25 06:00:00 AM,14.242,82.572,11.253,,,,,
824,08.18.25 07:00:00 AM,14.529,83.236,11.645,,,,,
825,08.18.25 08:00:00 AM,16.749,75.063,12.373,,,,,
826,08.18.25 09:00:00 AM,19.294,69.939,13.818,,,,,
827,08.18.25 10:00:00 AM,21.246,60.008,13.433,,,,,
828,08.18.25 11:00:00 AM,23.424,52.906,13.591,,,,,
829,08.18.25 12:00:00 PM,24.388,49.461,13.464,,,,,
830,08.18.25 01:00:00 PM,25.793,44.879,13.270,,,,,
831,08.18.25 02:00:00 PM,26.720,43.783,13.732,,,,,
832,08.18.25 03:00:00 PM,26.549,40.651,12.440,,,,,
833,08.18.25 04:00:00 PM,26.842,41.045,12.851,,,,,
834,08.18.25 05:00:00 PM,26.378,40.961,12.403,,,,,
835,08.18.25 06:00:00 PM,27.038,40.704,12.899,,,,,
836,08.18.25 07:00:00 PM,26.378,42.993,13.144,,,,,
837,08.18.25 08:00:00 PM,22.082,51.966,12.079,,,,,
838,08.18.25 09:00:00 PM,21.079,54.198,11.772,,,,,
839,08.18.25 10:00:00 PM,20.007,54.571,10.874,,,,,
840,08.18.25 11:00:00 PM,17.201,64.150,10.573,,,,,
841,08.19.25 12:00:00 AM,16.558,66.895,10.557,,,,,
842,08.19.25 01:00:00 AM,15.557,71.346,10.505,,,,,
843,08.19.25 02:00:00 AM,15.008,74.118,10.507,,,,,
844,08.19.25 03:00:00 AM,14.721,74.936,10.381,,,,,
845,08.19.25 04:00:00 AM,13.546,79.760,10.097,,,,,
846,08.19.25 05:00:00 AM,12.968,82.340,9.964,,,,,
847,08.19.25 06:00:00 AM,12.678,84.167,9.976,,,,,
848,08.19.25 07:00:00 AM,13.209,85.526,10.714,,,,,
849,08.19.25 08:00:00 AM,17.962,73.764,13.301,,,,,
850,08.19.25 09:00:00 AM,22.561,60.491,14.792,,,,,
851,08.19.25 10:00:00 AM,25.162,51.281,14.726,,,,,
852,08.19.25 11:00:00 AM,26.769,48.101,15.223,,,,,
853,08.19.25 12:00:00 PM,28.965,43.452,15.644,,,,,
854,08.19.25 01:00:00 PM,30.444,39.472,15.466,,,,,
855,08.19.25 02:00:00 PM,31.230,38.348,15.709,,,,,
856,08.19.25 03:00:00 PM,31.179,36.391,14.837,,,,,
857,08.19.25 04:00:00 PM,31.255,37.241,15.269,,,,,
858,08.19.25 05:00:00 PM,30.343,38.560,15.008,,,,,
859,08.19.25 06:00:00 PM,30.091,38.935,14.936,,,,,
860,08.19.25 07:00:00 PM,28.791,41.157,14.642,,,,,
861,08.19.25 08:00:00 PM,24.291,50.688,13.746,,,,,
862,08.19.25 09:00:00 PM,22.561,54.286,13.175,,,,,
863,08.19.25 10:00:00 PM,20.460,60.400,12.787,,,,,
864,08.19.25 11:00:00 PM,19.365,63.086,12.388,,,,,
865,08.20.25 12:00:00 AM,19.080,65.245,12.605,,,,,
866,08.20.25 01:00:00 AM,17.986,69.025,12.372,,,,,
867,08.20.25 02:00:00 AM,16.915,73.615,12.259,,,,,
868,08.20.25 03:00:00 AM,16.796,73.277,12.078,,,,,
869,08.20.25 04:00:00 AM,15.581,79.231,11.994,,,,,
870,08.20.25 05:00:00 AM,16.344,77.605,12.448,,,,,
871,08.20.25 06:00:00 AM,15.867,76.832,11.844,,,,,
872,08.20.25 07:00:00 AM,15.270,81.816,12.136,,,,,
873,08.20.25 08:00:00 AM,19.032,74.951,14.566,,,,,
874,08.20.25 09:00:00 AM,19.960,71.056,14.689,,,,,
875,08.20.25 10:00:00 AM,24.171,60.502,16.313,,,,,
876,08.20.25 11:00:00 AM,27.210,56.244,18.047,,,,,
877,08.20.25 12:00:00 PM,27.186,55.831,17.910,,,,,
878,08.20.25 01:00:00 PM,25.939,55.744,16.723,,,,,
879,08.20.25 02:00:00 PM,26.500,53.113,16.502,,,,,
880,08.20.25 03:00:00 PM,27.161,48.021,15.557,,,,,
881,08.20.25 04:00:00 PM,25.671,55.924,16.523,,,,,
882,08.20.25 05:00:00 PM,25.550,56.719,16.626,,,,,
883,08.20.25 06:00:00 PM,24.871,58.390,16.433,,,,,
884,08.20.25 07:00:00 PM,24.026,61.246,16.361,,,,,
885,08.20.25 08:00:00 PM,22.992,60.774,15.269,,,,,
886,08.20.25 09:00:00 PM,23.016,61.206,15.398,,,,,
887,08.20.25 10:00:00 PM,22.800,60.896,15.118,,,,,
888,08.20.25 11:00:00 PM,22.705,57.658,14.210,,,,,
889,08.21.25 12:00:00 AM,21.795,57.736,13.377,,,,,
890,08.21.25 01:00:00 AM,21.223,57.525,12.786,,,,,
891,08.21.25 02:00:00 AM,20.555,59.228,12.589,,,,,
892,08.21.25 03:00:00 AM,19.698,60.611,12.119,,,,,
893,08.21.25 04:00:00 AM,19.365,61.463,12.008,,,,,
894,08.21.25 05:00:00 AM,18.937,62.625,11.875,,,,,
895,08.21.25 06:00:00 AM,18.675,63.807,11.898,,,,,
896,08.21.25 07:00:00 AM,18.628,64.751,12.065,,,,,
897,08.21.25 08:00:00 AM,18.842,65.144,12.356,,,,,
898,08.21.25 09:00:00 AM,19.912,62.967,12.880,,,,,
899,08.21.25 10:00:00 AM,21.557,60.179,13.768,,,,,
900,08.21.25 11:00:00 AM,22.345,59.295,14.291,,,,,
901,08.21.25 12:00:00 PM,24.315,53.030,14.452,,,,,
902,08.21.25 01:00:00 PM,25.380,51.056,14.860,,,,,
903,08.21.25 02:00:00 PM,26.134,49.305,15.021,,,,,
904,08.21.25 03:00:00 PM,26.744,48.677,15.384,,,,,
905,08.21.25 04:00:00 PM,25.866,46.925,14.018,,,,,
906,08.21.25 05:00:00 PM,25.841,47.083,14.047,,,,,
907,08.21.25 06:00:00 PM,26.036,43.737,13.097,,,,,
908,08.21.25 07:00:00 PM,25.065,44.792,12.580,,,,,
909,08.21.25 08:00:00 PM,24.002,47.047,12.355,,,,,
910,08.21.25 09:00:00 PM,22.729,47.591,11.363,,,,,
911,08.21.25 10:00:00 PM,21.485,49.336,10.757,,,,,
912,08.21.25 11:00:00 PM,20.698,51.307,10.609,,,,,
913,08.22.25 12:00:00 AM,19.627,52.656,9.997,,,,,
914,08.22.25 01:00:00 AM,18.913,53.176,9.478,,,,,
915,08.22.25 02:00:00 AM,17.677,56.285,9.146,,,,,
916,08.22.25 03:00:00 AM,17.177,59.995,9.592,,,,,
917,08.22.25 04:00:00 AM,16.558,63.091,9.724,,,,,
918,08.22.25 05:00:00 AM,16.129,65.057,9.752,,,,,
919,08.22.25 06:00:00 AM,15.175,68.130,9.490,,,,,
920,08.22.25 07:00:00 AM,14.816,69.481,9.421,,,,,
921,08.22.25 08:00:00 AM,15.700,67.033,9.765,,,,,
922,08.22.25 09:00:00 AM,17.225,62.966,10.329,,,,,
923,08.22.25 10:00:00 AM,18.461,57.806,10.266,,,,,
924,08.22.25 11:00:00 AM,19.175,58.312,11.063,,,,,
925,08.22.25 12:00:00 PM,20.507,48.387,9.572,,,,,
926,08.22.25 01:00:00 PM,20.746,47.785,9.607,,,,,
927,08.22.25 02:00:00 PM,21.724,44.974,9.605,,,,,
928,08.22.25 03:00:00 PM,21.581,42.674,8.699,,,,,
929,08.22.25 04:00:00 PM,21.509,41.567,8.247,,,,,
930,08.22.25 05:00:00 PM,20.841,41.363,7.573,,,,,
931,08.22.25 06:00:00 PM,20.412,42.476,7.576,,,,,
932,08.22.25 07:00:00 PM,18.889,44.602,6.906,,,,,
933,08.22.25 08:00:00 PM,16.939,48.397,6.297,,,,,
934,08.22.25 09:00:00 PM,14.912,54.107,6.001,,,,,
935,08.22.25 10:00:00 PM,14.625,55.129,5.996,,,,,
936,08.22.25 11:00:00 PM,14.218,57.694,6.252,,,,,
937,08.23.25 12:00:00 AM,14.481,59.444,6.918,,,,,
938,08.23.25 01:00:00 AM,14.649,60.008,7.208,,,,,
939,08.23.25 02:00:00 AM,13.786,63.506,7.182,,,,,
940,08.23.25 03:00:00 AM,14.146,60.938,6.948,,,,,
941,08.23.25 04:00:00 AM,14.409,58.954,6.734,,,,,
942,08.23.25 05:00:00 AM,13.570,62.675,6.793,,,,,
943,08.23.25 06:00:00 AM,12.968,66.715,7.084,,,,,
944,08.23.25 07:00:00 AM,11.856,74.998,7.613,,,,,
945,08.23.25 08:00:00 AM,14.433,66.135,8.364,,,,,
946,08.23.25 09:00:00 AM,16.225,64.189,9.652,,,,,
947,08.23.25 10:00:00 AM,20.984,53.407,11.466,,,,,
948,08.23.25 11:00:00 AM,19.722,51.361,9.722,,,,,
949,08.23.25 12:00:00 PM,20.746,49.649,10.170,,,,,
950,08.23.25 01:00:00 PM,20.698,48.917,9.907,,,,,
951,08.23.25 02:00:00 PM,20.555,47.666,9.395,,,,,
952,08.23.25 03:00:00 PM,20.817,47.540,9.597,,,,,
953,08.23.25 04:00:00 PM,21.867,45.440,9.888,,,,,
954,08.23.25 05:00:00 PM,20.913,47.933,9.805,,,,,
955,08.23.25 06:00:00 PM,19.056,53.630,9.734,,,,,
956,08.23.25 07:00:00 PM,18.343,57.940,10.188,,,,,
957,08.23.25 08:00:00 PM,17.701,59.053,9.858,,,,,
958,08.23.25 09:00:00 PM,16.010,62.346,9.035,,,,,
959,08.23.25 10:00:00 PM,16.344,61.119,9.070,,,,,
960,08.23.25 11:00:00 PM,15.318,63.680,8.677,,,,,
961,08.24.25 12:00:00 AM,14.553,65.719,8.391,,,,,
962,08.24.25 01:00:00 AM,13.930,66.830,8.029,,,,,
963,08.24.25 02:00:00 AM,12.268,72.302,7.514,,,,,
964,08.24.25 03:00:00 AM,11.516,74.901,7.265,,,,,
965,08.24.25 04:00:00 AM,11.053,76.333,7.071,,,,,
966,08.24.25 05:00:00 AM,9.213,81.199,6.094,,,,,
967,08.24.25 06:00:00 AM,10.907,78.422,7.291,,,,,
968,08.24.25 07:00:00 AM,9.854,79.585,6.457,,,,,
969,08.24.25 08:00:00 AM,14.361,74.101,9.878,,,,,
970,08.24.25 09:00:00 AM,17.249,59.916,9.641,,,,,
971,08.24.25 10:00:00 AM,19.222,54.025,9.996,,,,,
972,08.24.25 11:00:00 AM,21.366,48.751,10.471,,,,,
973,08.24.25 12:00:00 PM,23.232,41.987,9.949,,,,,
974,08.24.25 01:00:00 PM,22.848,37.500,7.922,,,,,
975,08.24.25 02:00:00 PM,23.545,39.279,9.233,,,,,
976,08.24.25 03:00:00 PM,23.785,36.075,8.176,,,,,
977,08.24.25 04:00:00 PM,22.944,36.059,7.426,,,,,
