"Plot-Titel: L_77"
"Anz.","Datum Zeit, GMT+02:00","Temp., °C (LGR S/N: 20547441, SEN S/N: 20547441)","RH, % (LGR S/N: 20547441, SEN S/N: 20547441)","TauPkt, °C (LGR S/N: 20547441, SEN S/N: 20547441)","Koppler abgetrennt (LGR S/N: 20547441)","Koppler verbunden (LGR S/N: 20547441)","Host verbunden (LGR S/N: 20547441)","Angehalten (LGR S/N: 20547441)","Dateiende (LGR S/N: 20547441)"
1019,08.26.25 10:00:00 AM,20.484,45.145,8.533,,,,,
1020,08.26.25 11:00:00 AM,24.315,42.043,10.944,,,,,
1021,08.26.25 12:00:00 PM,26.109,38.459,11.202,,,,,
1022,08.26.25 01:00:00 PM,28.270,36.546,12.336,,,,,
1023,08.26.25 02:00:00 PM,29.065,37.126,13.283,,,,,
1024,08.26.25 03:00:00 PM,29.040,36.453,12.977,,,,,
1025,08.26.25 04:00:00 PM,30.167,32.606,12.230,,,,,
1026,08.26.25 05:00:00 PM,28.965,32.737,11.247,,,,,
1027,08.26.25 06:00:00 PM,28.816,35.357,12.306,,,,,
1028,08.26.25 07:00:00 PM,26.646,43.938,13.720,,,,,
1029,08.26.25 08:00:00 PM,24.508,47.078,12.828,,,,,
1030,08.26.25 09:00:00 PM,23.280,51.596,13.080,,,,,
1031,08.26.25 10:00:00 PM,22.968,52.874,13.159,,,,,
1032,08.26.25 11:00:00 PM,24.050,53.056,14.214,,,,,
1033,08.27.25 12:00:00 AM,24.098,58.520,15.741,,,,,
1034,08.27.25 01:00:00 AM,23.016,59.706,15.026,,,,,
1035,08.27.25 02:00:00 AM,22.130,66.313,15.753,,,,,
1036,08.27.25 03:00:00 AM,21.461,69.488,15.806,,,,,
1037,08.27.25 04:00:00 AM,20.555,73.901,15.837,,,,,
1038,08.27.25 05:00:00 AM,18.699,79.955,15.169,,,,,
1039,08.27.25 06:00:00 AM,18.557,82.601,15.494,,,,,
1040,08.27.25 07:00:00 AM,18.319,83.544,15.421,,,,,
1041,08.27.25 08:00:00 AM,20.650,79.187,16.936,,,,,
1042,08.27.25 09:00:00 AM,22.058,74.718,17.454,,,,,
1043,08.27.25 10:00:00 AM,25.016,65.943,18.422,,,,,
1044,08.27.25 11:00:00 AM,25.307,64.932,18.463,,,,,
1045,08.27.25 12:00:00 PM,26.965,60.047,18.831,,,,,
1046,08.27.25 01:00:00 PM,26.695,57.546,17.920,,,,,
1047,08.27.25 02:00:00 PM,29.414,52.014,18.874,,,,,
1048,08.27.25 03:00:00 PM,29.540,51.035,18.690,,,,,
1049,08.27.25 04:00:00 PM,27.899,54.798,18.285,,,,,
1050,08.27.25 05:00:00 PM,25.065,63.127,17.803,,,,,
1051,08.27.25 06:00:00 PM,23.617,74.239,18.867,,,,,
1052,08.27.25 07:00:00 PM,22.848,73.067,17.887,,,,,
1053,08.27.25 08:00:00 PM,22.130,75.427,17.663,,,,,
1054,08.27.25 09:00:00 PM,21.151,80.029,17.579,,,,,
1055,08.27.25 10:00:00 PM,20.031,85.173,17.382,,,,,
1056,08.27.25 11:00:00 PM,19.603,87.078,17.276,,,,,
1057,08.28.25 12:00:00 AM,18.747,88.588,16.672,,,,,
1058,08.28.25 01:00:00 AM,18.509,92.363,17.022,,,,,
1059,08.28.25 02:00:00 AM,18.675,92.512,17.210,,,,,
1060,08.28.25 03:00:00 AM,18.842,93.402,17.510,,,,,
1061,08.28.25 04:00:00 AM,18.818,94.874,17.705,,,,,
1062,08.28.25 05:00:00 AM,17.510,93.907,16.257,,,,,
1063,08.28.25 06:00:00 AM,16.844,95.538,15.828,,,,,
1064,08.28.25 07:00:00 AM,17.034,96.185,16.111,,,,,
1065,08.28.25 08:00:00 AM,17.653,95.045,16.565,,,,,
1066,08.28.25 09:00:00 AM,17.962,95.334,16.916,,,,,
1067,08.28.25 10:00:00 AM,18.461,95.517,17.442,,,,,
1068,08.28.25 11:00:00 AM,20.079,90.881,18.355,,,,,
1069,08.28.25 12:00:00 PM,21.652,83.764,18.736,,,,,
1070,08.28.25 01:00:00 PM,22.274,77.184,18.143,,,,,
1071,08.28.25 02:00:00 PM,23.232,75.994,18.844,,,,,
1072,08.28.25 03:00:00 PM,22.585,74.386,17.898,,,,,
1073,08.28.25 04:00:00 PM,21.939,78.461,18.059,,,,,
1074,08.28.25 05:00:00 PM,21.437,79.466,17.756,,,,,
1075,08.28.25 06:00:00 PM,22.178,76.849,17.985,,,,,
1076,08.28.25 07:00:00 PM,21.843,74.994,17.300,,,,,
1077,08.28.25 08:00:00 PM,19.960,83.746,17.069,,,,,
1078,08.28.25 09:00:00 PM,17.653,89.268,15.696,,,,,
1079,08.28.25 10:00:00 PM,16.439,92.240,14.943,,,,,
1080,08.28.25 11:00:00 PM,17.368,89.574,15.461,,,,,
1081,08.29.25 12:00:00 AM,16.844,91.390,15.219,,,,,
1082,08.29.25 01:00:00 AM,17.130,92.070,15.605,,,,,
1083,08.29.25 02:00:00 AM,17.962,88.265,15.844,,,,,
1084,08.29.25 03:00:00 AM,17.724,88.720,15.681,,,,,
1085,08.29.25 04:00:00 AM,16.773,92.719,15.346,,,,,
1086,08.29.25 05:00:00 AM,16.415,91.442,14.800,,,,,
1087,08.29.25 06:00:00 AM,15.533,87.952,13.391,,,,,
1088,08.29.25 07:00:00 AM,14.792,84.762,12.153,,,,,
1089,08.29.25 08:00:00 AM,17.653,77.202,13.650,,,,,
1090,08.29.25 09:00:00 AM,20.579,66.101,14.226,,,,,
1091,08.29.25 10:00:00 AM,22.178,62.922,15.018,,,,,
1092,08.29.25 11:00:00 AM,24.098,57.405,15.450,,,,,
1093,08.29.25 12:00:00 PM,25.234,53.253,15.368,,,,,
1094,08.29.25 01:00:00 PM,25.866,50.675,15.194,,,,,
1095,08.29.25 02:00:00 PM,22.321,57.631,13.844,,,,,
1096,08.29.25 03:00:00 PM,23.809,55.465,14.660,,,,,
1097,08.29.25 04:00:00 PM,19.080,75.361,14.691,,,,,
1098,08.29.25 05:00:00 PM,21.032,64.836,14.373,,,,,
1099,08.29.25 06:00:00 PM,21.413,62.100,14.098,,,,,
1100,08.29.25 07:00:00 PM,17.510,87.347,15.251,,,,,
1101,08.29.25 08:00:00 PM,16.558,88.842,14.545,,,,,
1102,08.29.25 09:00:00 PM,16.225,90.891,14.528,,,,,
1103,08.29.25 10:00:00 PM,15.891,90.755,14.176,,,,,
1104,08.29.25 11:00:00 PM,15.605,88.157,13.494,,,,,
1105,08.30.25 12:00:00 AM,14.840,90.178,13.046,,,,,
1106,08.30.25 01:00:00 AM,14.721,89.566,12.834,,,,,
1107,08.30.25 02:00:00 AM,13.906,94.356,12.725,,,,,
1108,08.30.25 03:00:00 AM,14.242,94.185,13.036,,,,,
1109,08.30.25 04:00:00 AM,14.481,94.739,13.353,,,,,
1110,08.30.25 05:00:00 AM,15.127,91.462,13.522,,,,,
1111,08.30.25 06:00:00 AM,14.960,90.313,13.185,,,,,
1112,08.30.25 07:00:00 AM,15.175,88.561,13.131,,,,,
1113,08.30.25 08:00:00 AM,16.606,82.636,13.585,,,,,
1114,08.30.25 09:00:00 AM,17.201,84.116,14.418,,,,,
1115,08.30.25 10:00:00 AM,17.130,83.221,14.198,,,,,
1116,08.30.25 11:00:00 AM,19.746,79.729,16.152,,,,,
1117,08.30.25 12:00:00 PM,23.761,64.670,16.931,,,,,
1118,08.30.25 01:00:00 PM,22.705,63.252,15.595,,,,,
1119,08.30.25 02:00:00 PM,21.557,59.385,13.571,,,,,
1120,08.30.25 03:00:00 PM,24.026,54.746,14.665,,,,,
1121,08.30.25 04:00:00 PM,23.208,55.408,14.084,,,,,
1122,08.30.25 05:00:00 PM,22.729,57.137,14.097,,,,,
1123,08.30.25 06:00:00 PM,21.795,58.289,13.519,,,,,
1124,08.30.25 07:00:00 PM,19.865,64.008,13.074,,,,,
1125,08.30.25 08:00:00 PM,17.272,76.077,13.071,,,,,
1126,08.30.25 09:00:00 PM,16.082,80.228,12.658,,,,,
1127,08.30.25 10:00:00 PM,15.772,80.604,12.420,,,,,
1128,08.30.25 11:00:00 PM,15.843,78.507,12.122,,,,,
1129,08.31.25 12:00:00 AM,14.314,82.997,11.394,,,,,
1130,08.31.25 01:00:00 AM,14.170,85.966,11.732,,,,,
1131,08.31.25 02:00:00 AM,12.437,91.777,10.893,,,,,
1132,08.31.25 03:00:00 AM,13.040,94.259,11.847,,,,,
1133,08.31.25 04:00:00 AM,12.025,94.353,10.847,,,,,
1134,08.31.25 05:00:00 AM,12.171,95.515,11.152,,,,,
1135,08.31.25 06:00:00 AM,12.678,96.313,11.769,,,,,
1136,08.31.25 07:00:00 AM,12.678,96.414,11.783,,,,,
1137,08.31.25 08:00:00 AM,14.553,92.262,13.069,,,,,
1138,08.31.25 09:00:00 AM,16.844,85.672,14.323,,,,,
1139,08.31.25 10:00:00 AM,18.366,81.921,15.190,,,,,
1140,08.31.25 11:00:00 AM,19.841,79.468,16.197,,,,,
1141,08.31.25 12:00:00 PM,21.652,72.136,16.542,,,,,
1142,08.31.25 01:00:00 PM,24.267,61.682,16.697,,,,,
1143,08.31.25 02:00:00 PM,24.146,62.304,16.734,,,,,
1144,08.31.25 03:00:00 PM,25.501,60.744,17.629,,,,,
1145,08.31.25 04:00:00 PM,24.436,61.863,16.901,,,,,
1146,08.31.25 05:00:00 PM,24.847,61.807,17.275,,,,,
1147,08.31.25 06:00:00 PM,23.809,60.813,16.050,,,,,
1148,08.31.25 07:00:00 PM,22.729,64.133,15.825,,,,,
1149,08.31.25 08:00:00 PM,20.198,72.962,15.305,,,,,
1150,08.31.25 09:00:00 PM,18.580,80.014,15.064,,,,,
1151,08.31.25 10:00:00 PM,17.819,83.128,14.860,,,,,
1152,08.31.25 11:00:00 PM,19.270,78.387,15.443,,,,,
1153,09.01.25 12:00:00 AM,18.366,79.211,14.711,,,,,
1154,09.01.25 01:00:00 AM,17.439,81.162,14.149,,,,,
1155,09.01.25 02:00:00 AM,17.701,82.991,14.720,,,,,
1156,09.01.25 03:00:00 AM,16.987,84.696,14.304,,,,,
1157,09.01.25 04:00:00 AM,18.866,82.142,15.718,,,,,
1158,09.01.25 05:00:00 AM,18.580,82.246,15.456,,,,,
1159,09.01.25 06:00:00 AM,17.796,85.429,15.221,,,,,
1160,09.01.25 07:00:00 AM,16.701,85.421,14.141,,,,,
1161,09.01.25 08:00:00 AM,16.582,87.828,14.409,,,,,
1162,09.01.25 09:00:00 AM,16.082,89.207,14.129,,,,,
1163,09.01.25 10:00:00 AM,16.368,90.290,14.579,,,,,
1164,09.01.25 11:00:00 AM,16.987,88.972,14.990,,,,,
1165,09.01.25 12:00:00 PM,19.008,89.056,17.006,,,,,
1166,09.01.25 01:00:00 PM,19.841,81.771,16.609,,,,,
1167,09.01.25 02:00:00 PM,22.226,74.751,17.623,,,,,
1168,09.01.25 03:00:00 PM,21.819,73.422,16.964,,,,,
1169,09.01.25 04:00:00 PM,20.698,75.342,16.257,,,,,
1170,09.01.25 05:00:00 PM,21.008,78.039,17.072,,,,,
1171,09.01.25 06:00:00 PM,20.674,78.084,16.755,,,,,
1172,09.01.25 07:00:00 PM,20.079,77.534,16.073,,,,,
1173,09.01.25 08:00:00 PM,17.986,83.000,15.002,,,,,
1174,09.01.25 09:00:00 PM,15.915,89.939,14.076,,,,,
1175,09.01.25 10:00:00 PM,16.558,89.697,14.677,,,,,
1176,09.01.25 11:00:00 PM,16.749,88.673,14.707,,,,,
1177,09.02.25 12:00:00 AM,16.844,88.964,14.847,,,,,
1178,09.02.25 01:00:00 AM,15.891,92.049,14.369,,,,,
1179,09.02.25 02:00:00 AM,15.414,94.047,14.186,,,,,
1180,09.02.25 03:00:00 AM,14.529,95.653,13.530,,,,,
1181,09.02.25 04:00:00 AM,14.697,96.186,13.771,,,,,
1182,09.02.25 05:00:00 AM,15.318,94.750,14.191,,,,,
1183,09.02.25 06:00:00 AM,15.103,92.139,13.599,,,,,
1184,09.02.25 07:00:00 AM,14.457,92.342,12.985,,,,,
1185,09.02.25 08:00:00 AM,16.368,88.367,14.282,,,,,
1186,09.02.25 09:00:00 AM,18.604,75.836,14.320,,,,,
1187,09.02.25 10:00:00 AM,17.201,78.374,13.423,,,,,
1188,09.02.25 11:00:00 AM,18.295,72.622,13.399,,,,,
1189,09.02.25 12:00:00 PM,18.319,70.746,13.046,,,,,
1190,09.02.25 01:00:00 PM,19.912,65.568,13.471,,,,,
1191,09.02.25 02:00:00 PM,24.026,50.653,13.491,,,,,
1192,09.02.25 03:00:00 PM,22.944,50.730,12.516,,,,,
1193,09.02.25 04:00:00 PM,23.472,47.206,11.922,,,,,
1194,09.02.25 05:00:00 PM,22.705,47.843,11.420,,,,,
1195,09.02.25 06:00:00 PM,21.748,51.104,11.521,,,,,
1196,09.02.25 07:00:00 PM,18.842,60.594,11.307,,,,,
1197,09.02.25 08:00:00 PM,17.368,65.863,11.108,,,,,
1198,09.02.25 09:00:00 PM,16.296,67.578,10.450,,,,,
1199,09.02.25 10:00:00 PM,15.581,68.901,10.038,,,,,
1200,09.02.25 11:00:00 PM,15.294,68.152,9.609,,,,,
1201,09.03.25 12:00:00 AM,13.930,80.229,10.553,,,,,
1202,09.03.25 01:00:00 AM,14.577,77.347,10.681,,,,,
1203,09.03.25 02:00:00 AM,14.361,81.505,11.192,,,,,
1204,09.03.25 03:00:00 AM,16.558,74.882,12.154,,,,,
1205,09.03.25 04:00:00 AM,16.249,82.446,13.202,,,,,
1206,09.03.25 05:00:00 AM,15.652,86.961,13.353,,,,,
1207,09.03.25 06:00:00 AM,15.915,86.484,13.537,,,,,
1208,09.03.25 07:00:00 AM,16.153,88.208,14.045,,,,,
1209,09.03.25 07:44:52 AM,,,,,Protokolliert,,,
1210,09.03.25 07:44:58 AM,,,,,,Protokolliert,,
1211,09.03.25 07:45:08 AM,,,,,,,Protokolliert,Protokolliert
