"Plot-Titel: L_77"
"Anz.","Datum Zeit, GMT+02:00","Temp., °C (LGR S/N: 20547441, SEN S/N: 20547441)","RH, % (LGR S/N: 20547441, SEN S/N: 20547441)","TauPkt, °C (LGR S/N: 20547441, SEN S/N: 20547441)","Koppler abgetrennt (LGR S/N: 20547441)","Koppler verbunden (LGR S/N: 20547441)","Host verbunden (LGR S/N: 20547441)","Angehalten (LGR S/N: 20547441)","Dateiende (LGR S/N: 20547441)"
1,07.15.25 12:00:00 AM,25.890,56.801,16.966,Protokolliert,,,,
2,07.15.25 01:00:00 AM,25.793,56.724,16.854,,,,,
3,07.15.25 02:00:00 AM,25.744,56.529,16.756,,,,,
4,07.15.25 03:00:00 AM,25.671,56.519,16.685,,,,,
5,07.15.25 04:00:00 AM,25.623,56.074,16.519,,,,,
6,07.15.25 05:00:00 AM,25.525,56.122,16.441,,,,,
7,07.15.25 06:00:00 AM,25.453,56.111,16.370,,,,,
8,07.15.25 07:00:00 AM,25.428,55.607,16.209,,,,,
9,07.15.25 08:00:00 AM,25.428,53.469,15.610,,,,,
10,07.15.25 09:00:00 AM,25.550,52.380,15.408,,,,,
11,07.15.25 10:00:00 AM,24.750,56.102,15.711,,,,,
12,07.15.25 11:00:00 AM,25.453,51.796,15.147,,,,,
13,07.15.25 12:00:00 PM,25.331,48.817,14.132,,,,,
14,07.15.25 01:00:00 PM,24.992,51.448,14.619,,,,,
15,07.15.25 02:00:00 PM,27.456,42.460,13.924,,,,,
16,07.15.25 03:00:00 PM,26.231,37.112,10.768,,,,,
17,07.15.25 04:00:00 PM,29.865,36.063,13.537,,,,,
18,07.15.25 05:00:00 PM,26.671,35.956,10.674,,,,,
19,07.15.25 06:00:00 PM,25.768,39.052,11.131,,,,,
20,07.15.25 07:00:00 PM,23.857,42.642,10.744,,,,,
21,07.15.25 08:00:00 PM,22.872,44.307,10.427,,,,,
22,07.15.25 09:00:00 PM,21.056,46.808,9.586,,,,,
23,07.15.25 10:00:00 PM,19.460,47.590,8.369,,,,,
24,07.15.25 11:00:00 PM,18.937,50.536,8.761,,,,,
25,07.16.25 12:00:00 AM,17.510,55.466,8.779,,,,,
26,07.16.25 01:00:00 AM,18.176,54.582,9.170,,,,,
27,07.16.25 02:00:00 AM,17.225,57.313,8.982,,,,,
28,07.16.25 03:00:00 AM,16.082,61.613,8.936,,,,,
29,07.16.25 04:00:00 AM,16.892,59.919,9.304,,,,,
30,07.16.25 05:00:00 AM,17.011,59.186,9.241,,,,,
31,07.16.25 06:00:00 AM,17.034,60.603,9.601,,,,,
32,07.16.25 07:00:00 AM,18.129,59.816,10.447,,,,,
33,07.16.25 08:00:00 AM,19.674,57.657,11.367,,,,,
34,07.16.25 09:00:00 AM,21.652,51.719,11.610,,,,,
35,07.16.25 10:00:00 AM,22.345,51.437,12.170,,,,,
36,07.16.25 11:00:00 AM,21.676,57.963,13.324,,,,,
37,07.16.25 12:00:00 PM,23.400,56.804,14.638,,,,,
38,07.16.25 01:00:00 PM,21.270,64.997,14.636,,,,,
39,07.16.25 02:00:00 PM,20.436,77.265,16.370,,,,,
40,07.16.25 03:00:00 PM,19.389,87.246,17.092,,,,,
41,07.16.25 04:00:00 PM,22.154,77.848,18.153,,,,,
42,07.16.25 05:00:00 PM,22.681,69.919,17.069,,,,,
43,07.16.25 06:00:00 PM,23.112,63.290,15.991,,,,,
44,07.16.25 07:00:00 PM,19.651,77.018,15.559,,,,,
45,07.16.25 08:00:00 PM,18.818,80.037,15.300,,,,,
46,07.16.25 09:00:00 PM,17.106,79.027,13.447,,,,,
47,07.16.25 10:00:00 PM,16.344,81.944,13.210,,,,,
48,07.16.25 11:00:00 PM,15.223,85.322,12.668,,,,,
49,07.17.25 12:00:00 AM,13.497,91.106,11.850,,,,,
50,07.17.25 01:00:00 AM,14.385,86.634,12.050,,,,,
51,07.17.25 02:00:00 AM,14.888,83.372,12.020,,,,,
52,07.17.25 03:00:00 AM,15.223,79.820,11.747,,,,,
53,07.17.25 04:00:00 AM,15.438,79.117,11.834,,,,,
54,07.17.25 05:00:00 AM,15.270,78.358,11.537,,,,,
55,07.17.25 06:00:00 AM,13.618,85.030,11.039,,,,,
56,07.17.25 07:00:00 AM,15.151,80.965,11.874,,,,,
57,07.17.25 08:00:00 AM,17.510,73.761,12.863,,,,,
58,07.17.25 09:00:00 AM,20.436,66.492,14.176,,,,,
59,07.17.25 10:00:00 AM,19.151,68.007,13.275,,,,,
60,07.17.25 11:00:00 AM,20.079,66.845,13.912,,,,,
61,07.17.25 12:00:00 PM,21.103,62.140,13.814,,,,,
62,07.17.25 01:00:00 PM,21.772,58.132,13.456,,,,,
63,07.17.25 02:00:00 PM,23.665,52.247,13.625,,,,,
64,07.17.25 03:00:00 PM,24.291,48.268,13.006,,,,,
65,07.17.25 04:00:00 PM,25.453,45.518,13.177,,,,,
66,07.17.25 05:00:00 PM,25.890,42.415,12.497,,,,,
67,07.17.25 06:00:00 PM,26.036,42.301,12.588,,,,,
68,07.17.25 07:00:00 PM,25.866,42.347,12.451,,,,,
69,07.17.25 08:00:00 PM,23.978,45.663,11.883,,,,,
70,07.17.25 09:00:00 PM,22.609,49.926,11.968,,,,,
71,07.17.25 10:00:00 PM,21.342,53.770,11.898,,,,,
72,07.17.25 11:00:00 PM,21.175,54.554,11.957,,,,,
73,07.18.25 12:00:00 AM,18.509,63.868,11.753,,,,,
74,07.18.25 01:00:00 AM,17.701,65.509,11.349,,,,,
75,07.18.25 02:00:00 AM,15.915,71.501,10.880,,,,,
76,07.18.25 03:00:00 AM,16.010,73.151,11.294,,,,,
77,07.18.25 04:00:00 AM,14.026,79.423,10.508,,,,,
78,07.18.25 05:00:00 AM,13.353,82.127,10.307,,,,,
79,07.18.25 06:00:00 AM,12.871,85.581,10.390,,,,,
80,07.18.25 07:00:00 AM,16.344,80.090,12.890,,,,,
81,07.18.25 08:00:00 AM,20.103,67.559,14.090,,,,,
82,07.18.25 09:00:00 AM,22.800,57.549,14.272,,,,,
83,07.18.25 10:00:00 AM,24.726,51.729,14.456,,,,,
84,07.18.25 11:00:00 AM,26.720,46.222,14.565,,,,,
85,07.18.25 12:00:00 PM,26.965,44.138,14.078,,,,,
86,07.18.25 01:00:00 PM,27.628,40.371,13.301,,,,,
87,07.18.25 02:00:00 PM,28.493,40.199,14.009,,,,,
88,07.18.25 03:00:00 PM,27.899,39.141,13.066,,,,,
89,07.18.25 04:00:00 PM,29.389,36.151,13.156,,,,,
90,07.18.25 05:00:00 PM,28.171,38.305,12.974,,,,,
91,07.18.25 06:00:00 PM,29.115,37.733,13.579,,,,,
92,07.18.25 07:00:00 PM,27.653,38.850,12.731,,,,,
93,07.18.25 08:00:00 PM,26.134,41.493,12.381,,,,,
94,07.18.25 09:00:00 PM,22.609,50.179,12.044,,,,,
95,07.18.25 10:00:00 PM,20.365,57.027,11.853,,,,,
96,07.18.25 11:00:00 PM,19.389,60.077,11.698,,,,,
97,07.19.25 12:00:00 AM,18.580,62.356,11.474,,,,,
98,07.19.25 01:00:00 AM,16.844,68.669,11.202,,,,,
99,07.19.25 02:00:00 AM,17.296,68.315,11.562,,,,,
100,07.19.25 03:00:00 AM,16.034,72.699,11.229,,,,,
101,07.19.25 04:00:00 AM,14.792,77.281,10.879,,,,,
102,07.19.25 05:00:00 AM,14.242,81.149,11.015,,,,,
103,07.19.25 06:00:00 AM,13.978,83.763,11.189,,,,,
104,07.19.25 07:00:00 AM,17.701,76.221,13.514,,,,,
105,07.19.25 08:00:00 AM,21.437,64.035,14.575,,,,,
106,07.19.25 09:00:00 AM,24.436,55.494,15.253,,,,,
107,07.19.25 10:00:00 AM,26.426,48.283,14.968,,,,,
108,07.19.25 11:00:00 AM,26.989,45.443,14.549,,,,,
109,07.19.25 12:00:00 PM,27.431,46.503,15.307,,,,,
110,07.19.25 01:00:00 PM,32.227,37.168,16.097,,,,,
111,07.19.25 02:00:00 PM,32.021,34.948,14.939,,,,,
112,07.19.25 03:00:00 PM,32.098,36.040,15.494,,,,,
113,07.19.25 04:00:00 PM,32.098,35.464,15.239,,,,,
114,07.19.25 05:00:00 PM,29.490,44.825,16.605,,,,,
115,07.19.25 06:00:00 PM,27.456,52.546,17.222,,,,,
116,07.19.25 07:00:00 PM,23.809,61.669,16.261,,,,,
117,07.19.25 08:00:00 PM,23.713,63.572,16.628,,,,,
118,07.19.25 09:00:00 PM,22.824,65.174,16.157,,,,,
119,07.19.25 10:00:00 PM,20.007,73.591,15.246,,,,,
120,07.19.25 11:00:00 PM,19.460,76.524,15.281,,,,,
121,07.20.25 12:00:00 AM,18.913,80.646,15.502,,,,,
122,07.20.25 01:00:00 AM,18.889,83.312,15.943,,,,,
123,07.20.25 02:00:00 AM,17.558,87.682,15.352,,,,,
124,07.20.25 03:00:00 AM,16.796,90.102,14.976,,,,,
125,07.20.25 04:00:00 AM,16.272,91.617,14.685,,,,,
126,07.20.25 05:00:00 AM,15.796,92.682,14.368,,,,,
127,07.20.25 06:00:00 AM,15.652,93.796,14.388,,,,,
128,07.20.25 07:00:00 AM,18.129,90.563,16.369,,,,,
129,07.20.25 08:00:00 AM,20.936,79.162,17.211,,,,,
130,07.20.25 09:00:00 AM,24.146,69.447,18.374,,,,,
131,07.20.25 10:00:00 AM,26.012,61.872,18.393,,,,,
132,07.20.25 11:00:00 AM,27.924,55.781,18.585,,,,,
133,07.20.25 12:00:00 PM,29.740,48.606,18.106,,,,,
134,07.20.25 01:00:00 PM,29.215,49.251,17.832,,,,,
135,07.20.25 02:00:00 PM,29.515,46.561,17.224,,,,,
136,07.20.25 03:00:00 PM,30.900,43.738,17.494,,,,,
137,07.20.25 04:00:00 PM,30.900,43.507,17.410,,,,,
138,07.20.25 05:00:00 PM,30.976,43.714,17.554,,,,,
139,07.20.25 06:00:00 PM,25.987,53.421,16.116,,,,,
140,07.20.25 07:00:00 PM,18.557,90.454,16.777,,,,,
141,07.20.25 08:00:00 PM,18.675,93.069,17.294,,,,,
142,07.20.25 09:00:00 PM,18.699,93.737,17.418,,,,,
143,07.20.25 10:00:00 PM,18.295,94.292,17.097,,,,,
144,07.20.25 11:00:00 PM,18.152,95.070,17.068,,,,,
145,07.21.25 12:00:00 AM,18.319,95.846,17.347,,,,,
146,07.21.25 01:00:00 AM,18.271,95.938,17.313,,,,,
147,07.21.25 02:00:00 AM,18.628,95.613,17.622,,,,,
148,07.21.25 03:00:00 AM,18.271,94.786,17.145,,,,,
149,07.21.25 04:00:00 AM,18.224,93.457,16.902,,,,,
150,07.21.25 05:00:00 AM,18.343,90.829,16.623,,,,,
151,07.21.25 06:00:00 AM,18.033,91.420,16.406,,,,,
152,07.21.25 07:00:00 AM,17.986,90.421,16.205,,,,,
153,07.21.25 08:00:00 AM,17.915,92.161,16.400,,,,,
154,07.21.25 09:00:00 AM,18.557,91.203,16.893,,,,,
155,07.21.25 10:00:00 AM,19.793,83.459,16.856,,,,,
156,07.21.25 11:00:00 AM,19.865,81.608,16.604,,,,,
157,07.21.25 12:00:00 PM,21.223,76.453,16.981,,,,,
158,07.21.25 01:00:00 PM,22.705,71.222,17.367,,,,,
159,07.21.25 02:00:00 PM,23.376,69.662,17.682,,,,,
160,07.21.25 03:00:00 PM,23.569,66.714,17.217,,,,,
161,07.21.25 04:00:00 PM,22.321,73.228,17.410,,,,,
162,07.21.25 05:00:00 PM,18.105,84.623,15.392,,,,,
163,07.21.25 06:00:00 PM,17.629,90.093,15.801,,,,,
164,07.21.25 07:00:00 PM,20.007,83.396,17.056,,,,,
165,07.21.25 08:00:00 PM,18.794,85.905,16.285,,,,,
166,07.21.25 09:00:00 PM,17.391,91.181,15.731,,,,,
167,07.21.25 10:00:00 PM,16.892,92.011,15.359,,,,,
168,07.21.25 11:00:00 PM,16.654,92.136,15.141,,,,,
169,07.22.25 12:00:00 AM,16.844,90.779,15.126,,,,,
170,07.22.25 01:00:00 AM,17.486,89.200,15.520,,,,,
171,07.22.25 02:00:00 AM,17.748,87.295,15.478,,,,,
172,07.22.25 03:00:00 AM,17.320,87.166,15.034,,,,,
173,07.22.25 04:00:00 AM,17.153,85.852,14.657,,,,,
174,07.22.25 05:00:00 AM,16.082,90.166,14.276,,,,,
175,07.22.25 06:00:00 AM,15.676,93.071,14.306,,,,,
176,07.22.25 07:00:00 AM,15.724,95.167,14.656,,,,,
177,07.22.25 08:00:00 AM,16.106,96.509,15.227,,,,,
178,07.22.25 09:00:00 AM,16.677,95.312,15.629,,,,,
179,07.22.25 10:00:00 AM,18.247,88.117,16.103,,,,,
180,07.22.25 11:00:00 AM,19.270,82.203,16.125,,,,,
181,07.22.25 12:00:00 PM,22.298,71.263,16.983,,,,,
182,07.22.25 01:00:00 PM,19.698,85.373,17.087,,,,,
183,07.22.25 02:00:00 PM,21.700,83.355,18.711,,,,,
184,07.22.25 03:00:00 PM,22.489,79.004,18.697,,,,,
185,07.22.25 04:00:00 PM,22.657,68.314,16.699,,,,,
186,07.22.25 05:00:00 PM,21.915,66.842,15.666,,,,,
187,07.22.25 06:00:00 PM,22.202,68.974,16.407,,,,,
188,07.22.25 07:00:00 PM,21.175,70.406,15.724,,,,,
189,07.22.25 08:00:00 PM,20.174,73.190,15.327,,,,,
190,07.22.25 09:00:00 PM,18.842,77.561,14.873,,,,,
191,07.22.25 10:00:00 PM,16.558,84.407,13.834,,,,,
192,07.22.25 11:00:00 PM,17.034,82.429,13.970,,,,,
193,07.23.25 12:00:00 AM,15.461,88.042,13.334,,,,,
194,07.23.25 01:00:00 AM,15.438,90.802,13.733,,,,,
195,07.23.25 02:00:00 AM,16.272,89.414,14.350,,,,,
196,07.23.25 03:00:00 AM,16.677,87.635,14.473,,,,,
197,07.23.25 04:00:00 AM,15.748,88.191,13.641,,,,,
198,07.23.25 05:00:00 AM,15.103,90.375,13.336,,,,,
199,07.23.25 06:00:00 AM,16.463,85.556,13.928,,,,,
200,07.23.25 07:00:00 AM,16.773,83.223,13.848,,,,,
201,07.23.25 08:00:00 AM,17.677,81.047,14.362,,,,,
202,07.23.25 09:00:00 AM,21.485,70.170,15.973,,,,,
203,07.23.25 10:00:00 AM,24.146,62.457,16.771,,,,,
204,07.23.25 11:00:00 AM,24.726,54.408,15.223,,,,,
205,07.23.25 12:00:00 PM,25.065,51.838,14.801,,,,,
206,07.23.25 01:00:00 PM,23.280,55.263,14.112,,,,,
207,07.23.25 02:00:00 PM,24.484,50.968,14.008,,,,,
208,07.23.25 03:00:00 PM,25.113,50.002,14.297,,,,,
209,07.23.25 04:00:00 PM,23.954,52.381,13.931,,,,,
210,07.23.25 05:00:00 PM,23.088,53.298,13.390,,,,,
211,07.23.25 06:00:00 PM,23.304,52.260,13.295,,,,,
212,07.23.25 07:00:00 PM,23.112,55.830,14.109,,,,,
213,07.23.25 08:00:00 PM,22.393,61.866,14.969,,,,,
214,07.23.25 09:00:00 PM,19.603,70.143,14.158,,,,,
215,07.23.25 10:00:00 PM,18.152,75.972,13.906,,,,,
216,07.23.25 11:00:00 PM,18.366,75.246,13.977,,,,,
217,07.24.25 12:00:00 AM,18.224,76.186,14.016,,,,,
218,07.24.25 01:00:00 AM,17.510,79.449,13.917,,,,,
219,07.24.25 02:00:00 AM,16.368,82.528,13.333,,,,,
220,07.24.25 03:00:00 AM,15.461,84.754,12.811,,,,,
221,07.24.25 04:00:00 AM,14.697,87.270,12.457,,,,,
222,07.24.25 05:00:00 AM,13.906,90.053,12.099,,,,,
223,07.24.25 06:00:00 AM,15.175,88.667,13.147,,,,,
224,07.24.25 07:00:00 AM,17.843,83.822,15.001,,,,,
225,07.24.25 08:00:00 AM,20.293,76.808,16.145,,,,,
226,07.24.25 09:00:00 AM,21.175,68.757,15.375,,,,,
227,07.24.25 10:00:00 AM,21.294,71.454,16.057,,,,,
228,07.24.25 11:00:00 AM,21.509,71.554,16.284,,,,,
229,07.24.25 12:00:00 PM,24.484,60.644,16.644,,,,,
230,07.24.25 01:00:00 PM,23.352,63.481,16.264,,,,,
231,07.24.25 02:00:00 PM,23.857,62.958,16.618,,,,,
232,07.24.25 03:00:00 PM,18.461,84.622,15.743,,,,,
233,07.24.25 04:00:00 PM,19.984,86.373,17.535,,,,,
234,07.24.25 05:00:00 PM,22.920,80.804,19.451,,,,,
235,07.24.25 06:00:00 PM,21.748,80.750,18.294,,,,,
236,07.24.25 07:00:00 PM,20.960,86.076,18.450,,,,,
237,07.24.25 08:00:00 PM,19.436,86.821,17.069,,,,,
238,07.24.25 09:00:00 PM,18.985,85.401,16.389,,,,,
239,07.24.25 10:00:00 PM,18.176,88.910,16.158,,,,,
240,07.24.25 11:00:00 PM,17.344,90.023,15.507,,,,,
241,07.25.25 12:00:00 AM,17.177,91.207,15.522,,,,,
242,07.25.25 01:00:00 AM,16.773,89.936,14.926,,,,,
243,07.25.25 02:00:00 AM,15.819,93.160,14.462,,,,,
244,07.25.25 03:00:00 AM,15.748,92.644,14.315,,,,,
245,07.25.25 04:00:00 AM,14.840,94.755,13.714,,,,,
246,07.25.25 05:00:00 AM,14.170,95.276,13.117,,,,,
247,07.25.25 06:00:00 AM,14.697,96.289,13.786,,,,,
248,07.25.25 07:00:00 AM,16.082,94.559,14.926,,,,,
249,07.25.25 08:00:00 AM,18.652,89.617,16.741,,,,,
250,07.25.25 09:00:00 AM,20.627,79.634,16.995,,,,,
251,07.25.25 10:00:00 AM,22.681,74.289,17.971,,,,,
252,07.25.25 11:00:00 AM,24.195,68.800,18.279,,,,,
253,07.25.25 12:00:00 PM,24.195,62.770,16.893,,,,,
254,07.25.25 01:00:00 PM,27.875,53.590,17.915,,,,,
255,07.25.25 02:00:00 PM,28.642,50.787,17.787,,,,,
256,07.25.25 03:00:00 PM,17.724,89.500,15.803,,,,,
257,07.25.25 04:00:00 PM,17.201,94.247,15.998,,,,,
258,07.25.25 05:00:00 PM,17.867,93.472,16.549,,,,,
259,07.25.25 06:00:00 PM,20.222,86.346,17.766,,,,,
260,07.25.25 07:00:00 PM,20.079,86.368,17.629,,,,,
261,07.25.25 08:00:00 PM,19.341,87.807,17.136,,,,,
262,07.25.25 09:00:00 PM,19.080,85.862,16.559,,,,,
263,07.25.25 10:00:00 PM,18.105,89.699,16.211,,,,,
264,07.25.25 11:00:00 PM,18.033,89.172,16.058,,,,,
265,07.26.25 12:00:00 AM,17.891,90.638,16.144,,,,,
266,07.26.25 01:00:00 AM,18.033,89.789,16.155,,,,,
267,07.26.25 02:00:00 AM,17.320,93.227,15.967,,,,,
268,07.26.25 03:00:00 AM,17.320,95.402,16.284,,,,,
269,07.26.25 04:00:00 AM,18.224,89.406,16.283,,,,,
270,07.26.25 05:00:00 AM,16.749,92.107,15.232,,,,,
271,07.26.25 06:00:00 AM,16.939,95.146,15.867,,,,,
272,07.26.25 07:00:00 AM,19.032,87.380,16.761,,,,,
273,07.26.25 08:00:00 AM,20.746,84.117,17.906,,,,,
274,07.26.25 09:00:00 AM,21.963,79.065,18.195,,,,,
275,07.26.25 10:00:00 AM,22.202,79.343,18.480,,,,,
276,07.26.25 11:00:00 AM,24.171,72.382,19.022,,,,,
277,07.26.25 12:00:00 PM,25.040,73.137,20.018,,,,,
278,07.26.25 01:00:00 PM,24.798,68.819,18.862,,,,,
279,07.26.25 02:00:00 PM,26.134,64.707,19.196,,,,,
280,07.26.25 03:00:00 PM,26.329,59.948,18.206,,,,,
281,07.26.25 04:00:00 PM,25.550,59.826,17.442,,,,,
282,07.26.25 05:00:00 PM,25.744,60.937,17.906,,,,,
283,07.26.25 06:00:00 PM,25.817,60.578,17.885,,,,,
284,07.26.25 07:00:00 PM,23.040,70.163,17.466,,,,,
285,07.26.25 08:00:00 PM,21.795,79.741,18.156,,,,,
286,07.26.25 09:00:00 PM,20.650,80.176,17.117,,,,,
287,07.26.25 10:00:00 PM,20.412,80.998,17.032,,,,,
288,07.26.25 11:00:00 PM,19.389,85.879,16.867,,,,,
289,07.27.25 12:00:00 AM,18.057,91.559,16.451,,,,,
290,07.27.25 01:00:00 AM,20.293,79.959,16.728,,,,,
291,07.27.25 02:00:00 AM,20.436,77.265,16.370,,,,,
292,07.27.25 03:00:00 AM,20.103,78.334,16.245,,,,,
293,07.27.25 04:00:00 AM,18.652,86.719,16.277,,,,,
294,07.27.25 05:00:00 AM,17.653,91.485,16.037,,,,,
295,07.27.25 06:00:00 AM,17.082,93.035,15.701,,,,,
296,07.27.25 07:00:00 AM,17.748,93.494,16.433,,,,,
297,07.27.25 08:00:00 AM,18.485,94.788,17.360,,,,,
298,07.27.25 09:00:00 AM,19.341,90.081,17.498,,,,,
299,07.27.25 10:00:00 AM,22.729,76.702,18.492,,,,,
300,07.27.25 11:00:00 AM,23.376,76.717,19.125,,,,,
301,07.27.25 12:00:00 PM,19.532,89.777,17.639,,,,,
302,07.27.25 01:00:00 PM,20.293,87.213,17.980,,,,,
303,07.27.25 02:00:00 PM,18.081,91.245,16.427,,,,,
304,07.27.25 03:00:00 PM,20.865,85.999,18.343,,,,,
305,07.27.25 04:00:00 PM,20.936,81.842,17.695,,,,,
306,07.27.25 05:00:00 PM,20.436,84.436,17.655,,,,,
307,07.27.25 06:00:00 PM,21.318,81.644,18.034,,,,,
308,07.27.25 07:00:00 PM,19.698,81.488,16.419,,,,,
309,07.27.25 08:00:00 PM,18.723,88.068,16.566,,,,,
310,07.27.25 09:00:00 PM,17.938,89.417,16.002,,,,,
311,07.27.25 10:00:00 PM,18.200,86.123,15.734,,,,,
312,07.27.25 11:00:00 PM,17.843,85.849,15.337,,,,,
313,07.28.25 12:00:00 AM,15.986,93.359,14.657,,,,,
314,07.28.25 01:00:00 AM,15.533,95.065,14.450,,,,,
315,07.28.25 02:00:00 AM,15.270,95.669,14.273,,,,,
316,07.28.25 03:00:00 AM,15.151,95.069,14.069,,,,,
317,07.28.25 04:00:00 AM,15.366,95.642,14.365,,,,,
318,07.28.25 05:00:00 AM,15.055,95.406,14.021,,,,,
319,07.28.25 06:00:00 AM,15.031,94.856,13.920,,,,,
320,07.28.25 07:00:00 AM,15.127,93.453,13.814,,,,,
321,07.28.25 08:00:00 AM,15.175,92.943,13.788,,,,,
322,07.28.25 09:00:00 AM,16.320,89.212,14.366,,,,,
323,07.28.25 10:00:00 AM,18.224,83.715,15.357,,,,,
324,07.28.25 11:00:00 AM,18.961,78.632,15.186,,,,,
325,07.28.25 12:00:00 PM,19.865,73.129,15.016,,,,,
326,07.28.25 01:00:00 PM,19.484,71.519,14.325,,,,,
327,07.28.25 02:00:00 PM,19.484,70.733,14.165,,,,,
328,07.28.25 03:00:00 PM,20.412,68.058,14.494,,,,,
329,07.28.25 04:00:00 PM,20.317,65.460,13.833,,,,,
330,07.28.25 05:00:00 PM,21.795,59.178,13.744,,,,,
331,07.28.25 06:00:00 PM,21.724,58.216,13.433,,,,,
332,07.28.25 07:00:00 PM,21.056,58.359,12.842,,,,,
333,07.28.25 08:00:00 PM,19.175,69.185,13.547,,,,,
334,07.28.25 09:00:00 PM,18.152,72.277,13.193,,,,,
335,07.28.25 10:00:00 PM,18.176,70.574,12.874,,,,,
336,07.28.25 11:00:00 PM,17.344,71.977,12.353,,,,,
337,07.29.25 12:00:00 AM,17.011,72.517,12.137,,,,,
338,07.29.25 01:00:00 AM,16.249,76.460,12.147,,,,,
339,07.29.25 02:00:00 AM,16.058,77.741,12.194,,,,,
340,07.29.25 03:00:00 AM,16.487,77.607,12.588,,,,,
341,07.29.25 04:00:00 AM,16.392,78.148,12.593,,,,,
342,07.29.25 05:00:00 AM,16.225,79.035,12.588,,,,,
343,07.29.25 06:00:00 AM,16.034,80.384,12.638,,,,,
344,07.29.25 07:00:00 AM,15.676,82.730,12.688,,,,,
345,07.29.25 08:00:00 AM,18.295,77.787,14.382,,,,,
346,07.29.25 09:00:00 AM,19.746,72.179,14.711,,,,,
347,07.29.25 10:00:00 AM,22.753,63.381,15.671,,,,,
348,07.29.25 11:00:00 AM,21.772,65.383,15.202,,,,,
349,07.29.25 12:00:00 PM,21.987,61.921,14.598,,,,,
350,07.29.25 01:00:00 PM,22.848,58.451,14.549,,,,,
351,07.29.25 02:00:00 PM,23.376,58.470,15.050,,,,,
352,07.29.25 03:00:00 PM,24.653,47.385,13.059,,,,,
353,07.29.25 04:00:00 PM,22.130,52.725,12.339,,,,,
354,07.29.25 05:00:00 PM,18.652,81.120,15.329,,,,,
355,07.29.25 06:00:00 PM,21.175,71.666,15.985,,,,,
356,07.29.25 07:00:00 PM,19.222,77.952,15.316,,,,,
357,07.29.25 08:00:00 PM,18.224,81.695,15.011,,,,,
358,07.29.25 09:00:00 PM,17.225,85.324,14.641,,,,,
359,07.29.25 10:00:00 PM,16.439,86.877,14.117,,,,,
360,07.29.25 11:00:00 PM,16.010,90.361,14.235,,,,,
361,07.30.25 12:00:00 AM,15.986,89.158,14.027,,,,,
362,07.30.25 01:00:00 AM,16.296,85.273,13.718,,,,,
363,07.30.25 02:00:00 AM,16.415,83.527,13.547,,,,,
364,07.30.25 03:00:00 AM,16.654,81.626,13.460,,,,,
365,07.30.25 04:00:00 AM,16.463,81.805,13.303,,,,,
366,07.30.25 05:00:00 AM,16.701,80.917,13.384,,,,,
367,07.30.25 06:00:00 AM,16.177,83.801,13.359,,,,,
368,07.30.25 07:00:00 AM,15.485,89.116,13.524,,,,,
369,07.30.25 08:00:00 AM,15.414,93.526,14.110,,,,,
370,07.30.25 09:00:00 AM,15.819,92.215,14.323,,,,,
371,07.30.25 10:00:00 AM,16.558,89.857,14.702,,,,,
372,07.30.25 11:00:00 AM,20.913,75.615,16.518,,,,,
373,07.30.25 12:00:00 PM,22.561,72.515,17.496,,,,,
374,07.30.25 01:00:00 PM,23.497,63.141,16.320,,,,,
375,07.30.25 02:00:00 PM,22.729,59.630,14.736,,,,,
376,07.30.25 03:00:00 PM,23.184,57.484,14.614,,,,,
377,07.30.25 04:00:00 PM,22.729,58.248,14.385,,,,,
378,07.30.25 05:00:00 PM,22.824,56.284,13.961,,,,,
379,07.30.25 06:00:00 PM,22.011,57.090,13.412,,,,,
380,07.30.25 07:00:00 PM,20.841,64.474,14.109,,,,,
381,07.30.25 08:00:00 PM,19.984,68.982,14.280,,,,,
382,07.30.25 09:00:00 PM,17.177,78.004,13.333,,,,,
383,07.30.25 10:00:00 PM,15.414,84.960,12.797,,,,,
384,07.30.25 11:00:00 PM,15.676,83.031,12.738,,,,,
385,07.31.25 12:00:00 AM,16.892,79.930,13.398,,,,,
386,07.31.25 01:00:00 AM,17.415,76.757,13.336,,,,,
387,07.31.25 02:00:00 AM,16.939,77.982,13.097,,,,,
388,07.31.25 03:00:00 AM,16.654,79.294,13.053,,,,,
389,07.31.25 04:00:00 AM,16.415,81.132,13.141,,,,,
390,07.31.25 05:00:00 AM,16.558,80.886,13.239,,,,,
391,07.31.25 06:00:00 AM,15.819,85.488,13.283,,,,,
392,07.31.25 07:00:00 AM,16.558,85.388,13.995,,,,,
393,07.31.25 08:00:00 AM,16.677,85.252,14.090,,,,,
394,07.31.25 09:00:00 AM,20.198,72.063,15.124,,,,,
395,07.31.25 10:00:00 AM,20.126,67.208,14.037,,,,,
396,07.31.25 11:00:00 AM,21.199,65.044,14.579,,,,,
397,07.31.25 12:00:00 PM,22.848,59.557,14.830,,,,,
398,07.31.25 01:00:00 PM,22.729,60.396,14.927,,,,,
399,07.31.25 02:00:00 PM,25.793,51.810,15.466,,,,,
400,07.31.25 03:00:00 PM,25.355,50.034,14.530,,,,,
401,07.31.25 04:00:00 PM,23.424,55.440,14.295,,,,,
402,07.31.25 05:00:00 PM,24.219,54.085,14.661,,,,,
403,07.31.25 06:00:00 PM,23.545,54.177,14.060,,,,,
404,07.31.25 07:00:00 PM,20.746,69.445,15.110,,,,,
