"Plot-Titel:  L_59"
"Anz.","Datum Zeit, GMT+02:00","Temp., °C (LGR S/N: 20157067, SEN S/N: 20157067)","RH, % (LGR S/N: 20157067, SEN S/N: 20157067)","TauPkt, °C (LGR S/N: 20157067, SEN S/N: 20157067)","Koppler abgetrennt (LGR S/N: 20157067)","Koppler verbunden (LGR S/N: 20157067)","Host verbunden (LGR S/N: 20157067)","Angehalten (LGR S/N: 20157067)","Dateiende (LGR S/N: 20157067)"
833,08.18.25 04:00:00 PM,27.063,38.159,11.930,,,,,
834,08.18.25 05:00:00 PM,26.036,40.990,12.107,,,,,
835,08.18.25 06:00:00 PM,24.726,43.586,11.859,,,,,
836,08.18.25 07:00:00 PM,23.785,47.277,12.230,,,,,
837,08.18.25 08:00:00 PM,21.604,53.838,12.161,,,,,
838,08.18.25 09:00:00 PM,20.984,54.278,11.704,,,,,
839,08.18.25 10:00:00 PM,20.198,53.855,10.858,,,,,
840,08.18.25 11:00:00 PM,18.010,60.580,10.517,,,,,
841,08.19.25 12:00:00 AM,17.558,62.276,10.487,,,,,
842,08.19.25 01:00:00 AM,17.415,62.968,10.510,,,,,
843,08.19.25 02:00:00 AM,17.034,64.240,10.434,,,,,
844,08.19.25 03:00:00 AM,16.249,66.283,10.130,,,,,
845,08.19.25 04:00:00 AM,14.840,72.835,10.102,,,,,
846,08.19.25 05:00:00 AM,14.481,74.351,10.041,,,,,
847,08.19.25 06:00:00 AM,15.652,70.329,10.395,,,,,
848,08.19.25 07:00:00 AM,15.175,74.434,10.729,,,,,
849,08.19.25 08:00:00 AM,18.366,68.012,12.524,,,,,
850,08.19.25 09:00:00 AM,21.748,58.558,13.543,,,,,
851,08.19.25 10:00:00 AM,24.653,50.260,13.952,,,,,
852,08.19.25 11:00:00 AM,26.622,46.177,14.461,,,,,
853,08.19.25 12:00:00 PM,28.468,43.494,15.210,,,,,
854,08.19.25 01:00:00 PM,30.192,39.680,15.323,,,,,
855,08.19.25 02:00:00 PM,30.697,38.361,15.241,,,,,
856,08.19.25 03:00:00 PM,30.672,37.621,14.912,,,,,
857,08.19.25 04:00:00 PM,30.900,37.442,15.039,,,,,
858,08.19.25 05:00:00 PM,29.916,38.650,14.665,,,,,
859,08.19.25 06:00:00 PM,28.295,41.302,14.251,,,,,
860,08.19.25 07:00:00 PM,26.842,43.961,13.905,,,,,
861,08.19.25 08:00:00 PM,23.761,52.166,13.691,,,,,
862,08.19.25 09:00:00 PM,21.891,56.084,13.035,,,,,
863,08.19.25 10:00:00 PM,21.318,57.079,12.760,,,,,
864,08.19.25 11:00:00 PM,20.412,58.962,12.388,,,,,
865,08.20.25 12:00:00 AM,19.603,62.134,12.392,,,,,
866,08.20.25 01:00:00 AM,18.913,64.919,12.374,,,,,
867,08.20.25 02:00:00 AM,18.271,67.113,12.242,,,,,
868,08.20.25 03:00:00 AM,17.819,68.936,12.194,,,,,
869,08.20.25 04:00:00 AM,16.939,71.554,11.879,,,,,
870,08.20.25 05:00:00 AM,16.463,74.750,12.037,,,,,
871,08.20.25 06:00:00 AM,16.129,75.165,11.791,,,,,
872,08.20.25 07:00:00 AM,15.963,77.357,12.032,,,,,
873,08.20.25 08:00:00 AM,19.532,71.586,14.385,,,,,
874,08.20.25 09:00:00 AM,20.269,70.179,14.806,,,,,
875,08.20.25 10:00:00 AM,24.436,59.035,16.191,,,,,
876,08.20.25 11:00:00 AM,27.014,55.523,17.665,,,,,
877,08.20.25 12:00:00 PM,27.333,53.450,17.372,,,,,
878,08.20.25 01:00:00 PM,26.182,56.438,17.141,,,,,
879,08.20.25 02:00:00 PM,26.671,53.041,16.640,,,,,
880,08.20.25 03:00:00 PM,27.579,48.526,16.101,,,,,
881,08.20.25 04:00:00 PM,25.939,55.430,16.637,,,,,
882,08.20.25 05:00:00 PM,26.207,55.155,16.810,,,,,
883,08.20.25 06:00:00 PM,25.234,57.514,16.543,,,,,
884,08.20.25 07:00:00 PM,24.146,60.867,16.381,,,,,
885,08.20.25 08:00:00 PM,22.848,61.179,15.233,,,,,
886,08.20.25 09:00:00 PM,22.800,61.384,15.238,,,,,
887,08.20.25 10:00:00 PM,22.585,60.862,14.906,,,,,
888,08.20.25 11:00:00 PM,22.705,56.793,13.984,,,,,
889,08.21.25 12:00:00 AM,21.748,57.082,13.163,,,,,
890,08.21.25 01:00:00 AM,21.175,56.995,12.604,,,,,
891,08.21.25 02:00:00 AM,20.484,58.546,12.351,,,,,
892,08.21.25 03:00:00 AM,19.746,59.649,11.930,,,,,
893,08.21.25 04:00:00 AM,19.532,60.160,11.853,,,,,
894,08.21.25 05:00:00 AM,19.103,61.300,11.722,,,,,
895,08.21.25 06:00:00 AM,18.652,62.966,11.683,,,,,
896,08.21.25 07:00:00 AM,18.604,63.824,11.834,,,,,
897,08.21.25 08:00:00 AM,18.794,64.244,12.110,,,,,
898,08.21.25 09:00:00 AM,19.960,62.945,12.920,,,,,
899,08.21.25 10:00:00 AM,21.724,59.197,13.681,,,,,
900,08.21.25 11:00:00 AM,23.280,57.003,14.578,,,,,
901,08.21.25 12:00:00 PM,24.871,52.223,14.735,,,,,
902,08.21.25 01:00:00 PM,26.378,48.887,15.114,,,,,
903,08.21.25 02:00:00 PM,26.842,48.142,15.304,,,,,
904,08.21.25 03:00:00 PM,27.382,47.468,15.580,,,,,
905,08.21.25 04:00:00 PM,26.109,47.696,14.490,,,,,
906,08.21.25 05:00:00 PM,25.720,46.584,13.773,,,,,
907,08.21.25 06:00:00 PM,25.137,44.995,12.715,,,,,
908,08.21.25 07:00:00 PM,24.823,45.152,12.481,,,,,
909,08.21.25 08:00:00 PM,23.954,46.817,12.237,,,,,
910,08.21.25 09:00:00 PM,22.705,47.205,11.219,,,,,
911,08.21.25 10:00:00 PM,21.557,48.744,10.644,,,,,
912,08.21.25 11:00:00 PM,20.650,50.987,10.473,,,,,
913,08.22.25 12:00:00 AM,19.841,51.502,9.872,,,,,
914,08.22.25 01:00:00 AM,18.985,52.442,9.342,,,,,
915,08.22.25 02:00:00 AM,17.701,55.525,8.972,,,,,
916,08.22.25 03:00:00 AM,17.272,59.046,9.453,,,,,
917,08.22.25 04:00:00 AM,16.415,62.800,9.523,,,,,
918,08.22.25 05:00:00 AM,16.058,64.544,9.572,,,,,
919,08.22.25 06:00:00 AM,15.127,67.483,9.310,,,,,
920,08.22.25 07:00:00 AM,14.816,68.586,9.239,,,,,
921,08.22.25 08:00:00 AM,15.748,66.018,9.595,,,,,
922,08.22.25 09:00:00 AM,17.486,61.306,10.194,,,,,
923,08.22.25 10:00:00 AM,18.485,57.749,10.274,,,,,
924,08.22.25 11:00:00 AM,19.984,55.339,11.056,,,,,
925,08.22.25 12:00:00 PM,21.056,48.363,10.068,,,,,
926,08.22.25 01:00:00 PM,21.509,46.099,9.775,,,,,
927,08.22.25 02:00:00 PM,21.700,43.558,9.110,,,,,
928,08.22.25 03:00:00 PM,21.963,42.879,9.116,,,,,
929,08.22.25 04:00:00 PM,21.700,41.815,8.507,,,,,
930,08.22.25 05:00:00 PM,20.603,41.950,7.565,,,,,
931,08.22.25 06:00:00 PM,19.080,44.752,7.128,,,,,
932,08.22.25 07:00:00 PM,18.105,46.093,6.666,,,,,
933,08.22.25 08:00:00 PM,16.511,49.370,6.186,,,,,
934,08.22.25 09:00:00 PM,14.912,53.283,5.785,,,,,
935,08.22.25 10:00:00 PM,14.074,56.740,5.883,,,,,
936,08.22.25 11:00:00 PM,13.642,59.756,6.199,,,,,
937,08.23.25 12:00:00 AM,13.834,62.041,6.903,,,,,
938,08.23.25 01:00:00 AM,14.792,59.792,7.293,,,,,
939,08.23.25 02:00:00 AM,13.954,62.799,7.186,,,,,
940,08.23.25 03:00:00 AM,13.954,63.093,7.251,,,,,
941,08.23.25 04:00:00 AM,14.170,60.704,6.917,,,,,
942,08.23.25 05:00:00 AM,13.449,63.448,6.849,,,,,
943,08.23.25 06:00:00 AM,12.703,68.569,7.207,,,,,
944,08.23.25 07:00:00 AM,11.662,74.317,7.301,,,,,
945,08.23.25 08:00:00 AM,14.792,66.433,8.770,,,,,
946,08.23.25 09:00:00 AM,17.368,61.796,10.196,,,,,
947,08.23.25 10:00:00 AM,21.987,51.608,11.888,,,,,
948,08.23.25 11:00:00 AM,20.365,50.572,10.089,,,,,
949,08.23.25 12:00:00 PM,21.891,46.785,10.343,,,,,
950,08.23.25 01:00:00 PM,20.722,47.845,9.603,,,,,
951,08.23.25 02:00:00 PM,20.841,46.845,9.402,,,,,
952,08.23.25 03:00:00 PM,20.793,48.171,9.769,,,,,
953,08.23.25 04:00:00 PM,22.226,44.777,9.997,,,,,
954,08.23.25 05:00:00 PM,20.817,47.794,9.675,,,,,
955,08.23.25 06:00:00 PM,19.080,53.695,9.774,,,,,
956,08.23.25 07:00:00 PM,18.319,57.663,10.096,,,,,
957,08.23.25 08:00:00 PM,17.653,59.106,9.826,,,,,
958,08.23.25 09:00:00 PM,16.082,61.464,8.901,,,,,
959,08.23.25 10:00:00 PM,15.939,62.274,8.951,,,,,
960,08.23.25 11:00:00 PM,15.199,63.924,8.618,,,,,
961,08.24.25 12:00:00 AM,14.146,66.724,8.213,,,,,
962,08.24.25 01:00:00 AM,13.305,68.681,7.808,,,,,
963,08.24.25 02:00:00 AM,12.001,73.516,7.483,,,,,
964,08.24.25 03:00:00 AM,12.147,72.137,7.366,,,,,
965,08.24.25 04:00:00 AM,11.565,73.569,7.070,,,,,
966,08.24.25 05:00:00 AM,10.369,76.989,6.520,,,,,
967,08.24.25 06:00:00 AM,10.565,77.251,6.756,,,,,
968,08.24.25 07:00:00 AM,10.932,76.942,7.059,,,,,
969,08.24.25 08:00:00 AM,15.366,68.194,9.687,,,,,
970,08.24.25 09:00:00 AM,17.772,56.757,9.355,,,,,
971,08.24.25 10:00:00 AM,19.960,52.610,10.294,,,,,
972,08.24.25 11:00:00 AM,22.130,46.591,10.499,,,,,
973,08.24.25 12:00:00 PM,23.593,38.792,9.089,,,,,
974,08.24.25 01:00:00 PM,23.521,37.766,8.625,,,,,
975,08.24.25 02:00:00 PM,23.665,36.989,8.442,,,,,
976,08.24.25 03:00:00 PM,24.219,36.581,8.767,,,,,
977,08.24.25 04:00:00 PM,22.729,36.830,7.548,,,,,
978,08.24.25 05:00:00 PM,22.705,38.077,8.021,,,,,
979,08.24.25 06:00:00 PM,20.674,39.237,6.651,,,,,
980,08.24.25 07:00:00 PM,19.698,41.719,6.669,,,,,
981,08.24.25 08:00:00 PM,16.582,49.690,6.345,,,,,
982,08.24.25 09:00:00 PM,15.079,52.664,5.777,,,,,
983,08.24.25 10:00:00 PM,14.745,53.381,5.655,,,,,
984,08.24.25 11:00:00 PM,13.834,56.010,5.478,,,,,
985,08.25.25 12:00:00 AM,14.146,55.422,5.622,,,,,
986,08.25.25 01:00:00 AM,14.266,55.530,5.762,,,,,
987,08.25.25 02:00:00 AM,12.727,60.380,5.478,,,,,
988,08.25.25 03:00:00 AM,12.944,59.495,5.479,,,,,
989,08.25.25 04:00:00 AM,12.485,60.961,5.382,,,,,
990,08.25.25 05:00:00 AM,11.613,63.484,5.111,,,,,
991,08.25.25 06:00:00 AM,10.075,69.474,4.860,,,,,
992,08.25.25 07:00:00 AM,11.029,68.686,5.624,,,,,
993,08.25.25 08:00:00 AM,15.079,62.634,8.218,,,,,
994,08.25.25 09:00:00 AM,17.106,55.008,8.283,,,,,
995,08.25.25 10:00:00 AM,20.913,47.045,9.530,,,,,
996,08.25.25 11:00:00 AM,22.944,41.532,9.527,,,,,
997,08.25.25 12:00:00 PM,24.581,37.477,9.452,,,,,
998,08.25.25 01:00:00 PM,25.404,35.401,9.321,,,,,
999,08.25.25 02:00:00 PM,25.428,34.803,9.085,,,,,
1000,08.25.25 03:00:00 PM,26.182,32.458,8.691,,,,,
1001,08.25.25 04:00:00 PM,25.598,33.682,8.740,,,,,
1002,08.25.25 05:00:00 PM,24.388,32.534,7.162,,,,,
1003,08.25.25 06:00:00 PM,22.417,35.149,6.582,,,,,
1004,08.25.25 07:00:00 PM,21.557,36.187,6.250,,,,,
1005,08.25.25 08:00:00 PM,17.772,45.830,6.279,,,,,
1006,08.25.25 09:00:00 PM,15.986,48.896,5.566,,,,,
1007,08.25.25 10:00:00 PM,15.318,50.481,5.401,,,,,
1008,08.25.25 11:00:00 PM,14.577,50.195,4.636,,,,,
1009,08.26.25 12:00:00 AM,14.361,49.023,4.106,,,,,
1010,08.26.25 01:00:00 AM,13.209,50.686,3.507,,,,,
1011,08.26.25 02:00:00 AM,12.823,51.581,3.392,,,,,
1012,08.26.25 03:00:00 AM,12.461,53.841,3.647,,,,,
1013,08.26.25 04:00:00 AM,11.662,57.685,3.846,,,,,
1014,08.26.25 05:00:00 AM,10.883,61.255,3.930,,,,,
1015,08.26.25 06:00:00 AM,10.565,62.983,4.006,,,,,
1016,08.26.25 07:00:00 AM,10.785,66.494,4.950,,,,,
1017,08.26.25 08:00:00 AM,14.816,62.146,7.858,,,,,
1018,08.26.25 09:00:00 AM,18.033,53.360,8.710,,,,,
1019,08.26.25 10:00:00 AM,19.698,47.588,8.586,,,,,
1020,08.26.25 11:00:00 AM,23.304,42.579,10.223,,,,,
1021,08.26.25 12:00:00 PM,25.744,38.917,11.057,,,,,
1022,08.26.25 01:00:00 PM,28.295,36.548,12.359,,,,,
1023,08.26.25 02:00:00 PM,28.791,37.433,13.168,,,,,
1024,08.26.25 03:00:00 PM,29.015,36.484,12.968,,,,,
1025,08.26.25 04:00:00 PM,30.117,32.907,12.329,,,,,
1026,08.26.25 05:00:00 PM,28.816,33.807,11.613,,,,,
1027,08.26.25 06:00:00 PM,28.394,36.591,12.465,,,,,
1028,08.26.25 07:00:00 PM,26.598,42.331,13.104,,,,,
1029,08.26.25 08:00:00 PM,24.195,48.288,12.924,,,,,
1030,08.26.25 09:00:00 PM,23.280,51.659,13.099,,,,,
1031,08.26.25 10:00:00 PM,22.848,52.888,13.051,,,,,
1032,08.26.25 11:00:00 PM,23.857,52.683,13.929,,,,,
1033,08.27.25 12:00:00 AM,24.122,57.843,15.587,,,,,
1034,08.27.25 01:00:00 AM,23.112,58.676,14.855,,,,,
1035,08.27.25 02:00:00 AM,22.130,65.654,15.605,,,,,
1036,08.27.25 03:00:00 AM,21.533,68.201,15.598,,,,,
1037,08.27.25 04:00:00 AM,20.555,72.654,15.588,,,,,
1038,08.27.25 05:00:00 AM,18.604,79.261,14.952,,,,,
1039,08.27.25 06:00:00 AM,18.675,80.259,15.200,,,,,
1040,08.27.25 07:00:00 AM,17.986,83.248,15.044,,,,,
1041,08.27.25 08:00:00 AM,20.793,78.080,16.871,,,,,
1042,08.27.25 09:00:00 AM,22.011,73.139,17.092,,,,,
1043,08.27.25 10:00:00 AM,24.484,66.785,18.107,,,,,
1044,08.27.25 11:00:00 AM,25.040,65.342,18.305,,,,,
1045,08.27.25 12:00:00 PM,27.063,60.063,18.927,,,,,
1046,08.27.25 01:00:00 PM,26.378,58.621,17.907,,,,,
1047,08.27.25 02:00:00 PM,29.290,51.580,18.626,,,,,
1048,08.27.25 03:00:00 PM,28.742,53.169,18.596,,,,,
1049,08.27.25 04:00:00 PM,27.579,56.172,18.372,,,,,
1050,08.27.25 05:00:00 PM,25.016,62.293,17.555,,,,,
1051,08.27.25 06:00:00 PM,23.424,75.046,18.843,,,,,
1052,08.27.25 07:00:00 PM,22.800,71.739,17.567,,,,,
1053,08.27.25 08:00:00 PM,22.034,74.771,17.441,,,,,
1054,08.27.25 09:00:00 PM,21.127,78.548,17.283,,,,,
1055,08.27.25 10:00:00 PM,20.079,83.662,17.172,,,,,
1056,08.27.25 11:00:00 PM,19.722,85.240,17.088,,,,,
1057,08.28.25 12:00:00 AM,18.937,87.385,16.667,,,,,
1058,08.28.25 01:00:00 AM,18.557,90.561,16.794,,,,,
1059,08.28.25 02:00:00 AM,18.913,90.273,17.103,,,,,
1060,08.28.25 03:00:00 AM,18.913,91.131,17.236,,,,,
1061,08.28.25 04:00:00 AM,18.747,93.007,17.356,,,,,
1062,08.28.25 05:00:00 AM,17.486,92.583,16.037,,,,,
1063,08.28.25 06:00:00 AM,16.939,93.918,15.689,,,,,
1064,08.28.25 07:00:00 AM,17.177,94.921,16.072,,,,,
1065,08.28.25 08:00:00 AM,17.534,94.726,16.400,,,,,
1066,08.28.25 09:00:00 AM,17.891,94.661,16.747,,,,,
1067,08.28.25 10:00:00 AM,18.271,94.207,17.061,,,,,
1068,08.28.25 11:00:00 AM,20.007,89.892,18.129,,,,,
1069,08.28.25 12:00:00 PM,21.246,82.275,18.076,,,,,
1070,08.28.25 01:00:00 PM,22.130,75.687,17.714,,,,,
1071,08.28.25 02:00:00 PM,22.657,71.771,17.435,,,,,
1072,08.28.25 03:00:00 PM,22.465,72.614,17.424,,,,,
1073,08.28.25 04:00:00 PM,21.533,77.691,17.518,,,,,
1074,08.28.25 05:00:00 PM,21.318,77.847,17.338,,,,,
1075,08.28.25 06:00:00 PM,21.843,75.254,17.351,,,,,
1076,08.28.25 07:00:00 PM,21.652,73.826,16.883,,,,,
1077,08.28.25 08:00:00 PM,19.984,81.522,16.705,,,,,
1078,08.28.25 09:00:00 PM,17.320,89.776,15.445,,,,,
1079,08.28.25 10:00:00 PM,16.272,91.908,14.728,,,,,
1080,08.28.25 11:00:00 PM,16.749,92.318,15.263,,,,,
1081,08.29.25 12:00:00 AM,16.654,91.422,15.034,,,,,
1082,08.29.25 01:00:00 AM,16.749,92.344,15.267,,,,,
1083,08.29.25 02:00:00 AM,17.510,89.501,15.591,,,,,
1084,08.29.25 03:00:00 AM,17.701,87.229,15.420,,,,,
1085,08.29.25 04:00:00 AM,16.701,91.910,15.155,,,,,
1086,08.29.25 05:00:00 AM,16.249,91.532,14.648,,,,,
1087,08.29.25 06:00:00 AM,15.414,86.635,13.066,,,,,
1088,08.29.25 07:00:00 AM,14.290,86.155,11.880,,,,,
1089,08.29.25 08:00:00 AM,17.558,78.028,13.708,,,,,
1090,08.29.25 09:00:00 AM,20.460,64.708,13.799,,,,,
1091,08.29.25 10:00:00 AM,21.557,63.574,14.581,,,,,
1092,08.29.25 11:00:00 AM,23.737,57.784,15.211,,,,,
1093,08.29.25 12:00:00 PM,24.726,53.371,14.930,,,,,
1094,08.29.25 01:00:00 PM,25.331,50.031,14.506,,,,,
1095,08.29.25 02:00:00 PM,21.963,58.222,13.659,,,,,
1096,08.29.25 03:00:00 PM,23.472,55.010,14.222,,,,,
1097,08.29.25 04:00:00 PM,19.032,77.374,15.024,,,,,
1098,08.29.25 05:00:00 PM,20.960,62.811,13.837,,,,,
1099,08.29.25 06:00:00 PM,21.079,60.195,13.322,,,,,
1100,08.29.25 07:00:00 PM,17.677,87.440,15.430,,,,,
1101,08.29.25 08:00:00 PM,16.415,89.289,14.472,,,,,
1102,08.29.25 09:00:00 PM,16.034,91.320,14.403,,,,,
1103,08.29.25 10:00:00 PM,15.819,89.623,13.933,,,,,
1104,08.29.25 11:00:00 PM,15.461,87.104,13.187,,,,,
1105,08.30.25 12:00:00 AM,14.864,89.044,12.897,,,,,
1106,08.30.25 01:00:00 AM,14.577,88.815,12.578,,,,,
1107,08.30.25 02:00:00 AM,13.978,92.246,12.494,,,,,
1108,08.30.25 03:00:00 AM,14.361,91.742,12.802,,,,,
1109,08.30.25 04:00:00 AM,14.673,91.926,13.139,,,,,
1110,08.30.25 05:00:00 AM,15.199,89.019,13.225,,,,,
1111,08.30.25 06:00:00 AM,14.768,89.127,12.815,,,,,
1112,08.30.25 07:00:00 AM,14.912,88.231,12.820,,,,,
1113,08.30.25 08:00:00 AM,16.701,81.968,13.565,,,,,
1114,08.30.25 09:00:00 AM,17.082,83.155,14.140,,,,,
1115,08.30.25 10:00:00 AM,16.915,81.463,13.688,,,,,
1116,08.30.25 11:00:00 AM,19.508,77.529,15.516,,,,,
1117,08.30.25 12:00:00 PM,23.208,61.236,15.587,,,,,
1118,08.30.25 01:00:00 PM,23.088,62.192,15.706,,,,,
1119,08.30.25 02:00:00 PM,21.748,58.680,13.574,,,,,
1120,08.30.25 03:00:00 PM,25.234,53.316,15.387,,,,,
1121,08.30.25 04:00:00 PM,23.569,52.706,13.667,,,,,
1122,08.30.25 05:00:00 PM,21.867,57.346,13.344,,,,,
1123,08.30.25 06:00:00 PM,20.698,58.610,12.569,,,,,
1124,08.30.25 07:00:00 PM,19.460,64.418,12.782,,,,,
1125,08.30.25 08:00:00 PM,16.820,78.714,13.112,,,,,
1126,08.30.25 09:00:00 PM,15.724,82.027,12.616,,,,,
1127,08.30.25 10:00:00 PM,15.366,82.332,12.316,,,,,
1128,08.30.25 11:00:00 PM,15.342,80.786,12.031,,,,,
1129,08.31.25 12:00:00 AM,14.337,82.921,11.405,,,,,
1130,08.31.25 01:00:00 AM,13.810,86.792,11.506,,,,,
1131,08.31.25 02:00:00 AM,12.968,89.873,11.142,,,,,
1132,08.31.25 03:00:00 AM,13.473,90.786,11.779,,,,,
1133,08.31.25 04:00:00 AM,12.340,91.649,10.778,,,,,
1134,08.31.25 05:00:00 AM,12.751,93.153,11.402,,,,,
1135,08.31.25 06:00:00 AM,13.209,92.649,11.786,,,,,
1136,08.31.25 07:00:00 AM,13.040,92.917,11.657,,,,,
1137,08.31.25 08:00:00 AM,14.553,88.490,12.504,,,,,
1138,08.31.25 09:00:00 AM,16.463,84.030,13.678,,,,,
1139,08.31.25 10:00:00 AM,17.867,81.339,14.599,,,,,
1140,08.31.25 11:00:00 AM,19.555,77.369,15.532,,,,,
1141,08.31.25 12:00:00 PM,21.676,70.441,16.213,,,,,
1142,08.31.25 01:00:00 PM,24.388,61.365,16.732,,,,,
1143,08.31.25 02:00:00 PM,24.122,60.893,16.365,,,,,
1144,08.31.25 03:00:00 PM,25.210,59.124,16.942,,,,,
1145,08.31.25 04:00:00 PM,24.219,60.110,16.260,,,,,
1146,08.31.25 05:00:00 PM,24.605,58.814,16.293,,,,,
1147,08.31.25 06:00:00 PM,23.521,61.501,15.946,,,,,
1148,08.31.25 07:00:00 PM,22.633,62.846,15.431,,,,,
1149,08.31.25 08:00:00 PM,19.960,73.408,15.163,,,,,
1150,08.31.25 09:00:00 PM,18.771,78.508,14.978,,,,,
1151,08.31.25 10:00:00 PM,18.081,80.996,14.749,,,,,
1152,08.31.25 11:00:00 PM,19.508,75.333,15.101,,,,,
1153,09.01.25 12:00:00 AM,18.961,74.908,14.489,,,,,
1154,09.01.25 01:00:00 AM,17.510,79.393,13.907,,,,,
1155,09.01.25 02:00:00 AM,17.986,79.774,14.440,,,,,
1156,09.01.25 03:00:00 AM,17.272,81.569,14.056,,,,,
1157,09.01.25 04:00:00 AM,18.628,81.226,15.325,,,,,
1158,09.01.25 05:00:00 AM,18.343,81.498,15.093,,,,,
1159,09.01.25 06:00:00 AM,17.796,83.564,14.910,,,,,
1160,09.01.25 07:00:00 AM,16.606,84.363,13.874,,,,,
1161,09.01.25 08:00:00 AM,16.606,87.079,14.314,,,,,
1162,09.01.25 09:00:00 AM,16.082,88.459,14.013,,,,,
1163,09.01.25 10:00:00 AM,16.439,89.615,14.546,,,,,
1164,09.01.25 11:00:00 AM,16.892,88.278,14.787,,,,,
1165,09.01.25 12:00:00 PM,18.699,87.084,16.384,,,,,
1166,09.01.25 01:00:00 PM,19.436,79.973,15.893,,,,,
1167,09.01.25 02:00:00 PM,21.032,72.106,15.937,,,,,
1168,09.01.25 03:00:00 PM,22.011,70.974,16.647,,,,,
1169,09.01.25 04:00:00 PM,20.698,74.449,16.083,,,,,
1170,09.01.25 05:00:00 PM,20.746,76.643,16.553,,,,,
1171,09.01.25 06:00:00 PM,20.317,76.556,16.120,,,,,
1172,09.01.25 07:00:00 PM,19.841,76.544,15.655,,,,,
1173,09.01.25 08:00:00 PM,17.867,82.088,14.729,,,,,
1174,09.01.25 09:00:00 PM,15.796,89.564,13.900,,,,,
1175,09.01.25 10:00:00 PM,15.796,90.546,14.050,,,,,
1176,09.01.25 11:00:00 PM,16.368,89.704,14.489,,,,,
1177,09.02.25 12:00:00 AM,16.630,88.027,14.488,,,,,
1178,09.02.25 01:00:00 AM,16.225,89.002,14.239,,,,,
1179,09.02.25 02:00:00 AM,15.605,92.319,14.124,,,,,
1180,09.02.25 03:00:00 AM,14.673,93.648,13.389,,,,,
1181,09.02.25 04:00:00 AM,14.816,93.815,13.556,,,,,
1182,09.02.25 05:00:00 AM,15.199,91.586,13.612,,,,,
1183,09.02.25 06:00:00 AM,15.223,89.636,13.343,,,,,
1184,09.02.25 07:00:00 AM,14.697,89.295,12.770,,,,,
1185,09.02.25 08:00:00 AM,16.320,84.680,13.644,,,,,
1186,09.02.25 09:00:00 AM,18.319,74.923,13.869,,,,,
1187,09.02.25 10:00:00 AM,17.510,77.059,13.484,,,,,
1188,09.02.25 11:00:00 AM,18.485,71.474,13.353,,,,,
1189,09.02.25 12:00:00 PM,18.010,70.282,12.654,,,,,
1190,09.02.25 01:00:00 PM,19.865,64.367,13.156,,,,,
1191,09.02.25 02:00:00 PM,24.315,50.279,13.646,,,,,
1192,09.02.25 03:00:00 PM,23.881,48.535,12.714,,,,,
1193,09.02.25 04:00:00 PM,23.280,46.734,11.595,,,,,
1194,09.02.25 05:00:00 PM,22.130,47.102,10.661,,,,,
1195,09.02.25 06:00:00 PM,20.698,50.711,10.437,,,,,
1196,09.02.25 07:00:00 PM,18.842,58.200,10.722,,,,,
1197,09.02.25 08:00:00 PM,17.177,68.118,11.407,,,,,
1198,09.02.25 09:00:00 PM,15.772,69.746,10.393,,,,,
1199,09.02.25 10:00:00 PM,15.008,71.298,9.966,,,,,
1200,09.02.25 11:00:00 PM,14.122,73.318,9.499,,,,,
1201,09.03.25 12:00:00 AM,14.505,75.961,10.361,,,,,
1202,09.03.25 01:00:00 AM,15.294,72.354,10.448,,,,,
1203,09.03.25 02:00:00 AM,14.649,78.671,10.986,,,,,
1204,09.03.25 03:00:00 AM,16.701,72.342,11.804,,,,,
1205,09.03.25 04:00:00 AM,16.249,80.708,12.904,,,,,
1206,09.03.25 05:00:00 AM,15.652,84.961,13.033,,,,,
1207,09.03.25 06:00:00 AM,15.939,84.483,13.237,,,,,
1208,09.03.25 07:00:00 AM,16.153,86.324,13.747,,,,,
1209,09.03.25 07:46:33 AM,,,,,Protokolliert,,,
1210,09.03.25 07:46:46 AM,,,,,,Protokolliert,,
1211,09.03.25 07:47:01 AM,,,,,,,Protokolliert,Protokolliert
